GO.ID	Term	Annotated	Significant	Expected	Q.value
GO:0009135	purine nucleoside diphosphate metabolic ...	45	10	9.23	0.531218322532333
GO:0009179	purine ribonucleoside diphosphate metabo...	45	10	9.23	0.531218322532333
GO:0009185	ribonucleoside diphosphate metabolic pro...	45	10	9.23	0.531218322532333
GO:0009826	unidimensional cell growth	34	10	6.97	0.531218322532333
GO:0009873	ethylene-activated signaling pathway	10	0	2.05	0.531218322532333
GO:0010075	regulation of meristem growth	22	6	4.51	0.531218322532333
GO:0019374	galactolipid metabolic process	11	4	2.26	0.531218322532333
GO:0019375	galactolipid biosynthetic process	11	4	2.26	0.531218322532333
GO:0033554	cellular response to stress	112	21	22.97	0.531218322532333
GO:0040008	regulation of growth	34	7	6.97	0.531218322532333
GO:0040029	regulation of gene expression, epigeneti...	42	11	8.61	0.531218322532333
GO:0042545	cell wall modification	13	3	2.67	0.531218322532333
GO:0042743	hydrogen peroxide metabolic process	41	12	8.41	0.531218322532333
GO:0045132	meiotic chromosome segregation	12	1	2.46	0.531218322532333
GO:0046031	ADP metabolic process	45	10	9.23	0.531218322532333
GO:0046939	nucleotide phosphorylation	45	10	9.23	0.531218322532333
GO:0048507	meristem development	52	12	10.67	0.531218322532333
GO:0048731	system development	219	47	44.92	0.531218322532333
GO:0048827	phyllome development	62	15	12.72	0.531218322532333
GO:0009150	purine ribonucleotide metabolic process	50	11	10.26	0.532888553828095
GO:0048367	shoot system development	107	20	21.95	0.532888553828095
GO:0031324	negative regulation of cellular metaboli...	59	17	12.1	0.53405423526607
GO:0006986	response to unfolded protein	24	3	4.92	0.535973024962683
GO:0034620	cellular response to unfolded protein	24	3	4.92	0.535973024962683
GO:0035967	cellular response to topologically incor...	24	3	4.92	0.535973024962683
GO:0043069	negative regulation of programmed cell d...	19	4	3.9	0.535973024962683
GO:0060548	negative regulation of cell death	19	4	3.9	0.535973024962683
GO:0015994	chlorophyll metabolic process	23	5	4.72	0.537592076222772
GO:0044036	cell wall macromolecule metabolic proces...	29	8	5.95	0.537592076222772
GO:0006643	membrane lipid metabolic process	20	6	4.1	0.541657213697529
GO:0055080	cation homeostasis	16	4	3.28	0.541657213697529
GO:0042221	response to chemical	323	71	66.25	0.541723459133019
GO:1901137	carbohydrate derivative biosynthetic pro...	94	22	19.28	0.541723459133019
GO:0006520	cellular amino acid metabolic process	72	19	14.77	0.544056081487118
GO:0043604	amide biosynthetic process	89	21	18.25	0.544056081487118
GO:0000280	nuclear division	28	2	5.74	0.544068520977661
GO:0006163	purine nucleotide metabolic process	53	11	10.87	0.544068520977661
GO:0006281	DNA repair	15	1	3.08	0.544068520977661
GO:0006631	fatty acid metabolic process	46	12	9.44	0.544068520977661
GO:0006778	porphyrin-containing compound metabolic ...	26	5	5.33	0.544068520977661
GO:0006807	nitrogen compound metabolic process	618	128	126.76	0.544068520977661
GO:0009123	nucleoside monophosphate metabolic proce...	48	11	9.85	0.544068520977661
GO:0009141	nucleoside triphosphate metabolic proces...	48	11	9.85	0.544068520977661
GO:0009161	ribonucleoside monophosphate metabolic p...	48	11	9.85	0.544068520977661
GO:0010038	response to metal ion	82	21	16.82	0.544068520977661
GO:0016052	carbohydrate catabolic process	63	15	12.92	0.544068520977661
GO:0016458	gene silencing	49	11	10.05	0.544068520977661
GO:0031347	regulation of defense response	46	10	9.44	0.544068520977661
GO:0033013	tetrapyrrole metabolic process	26	5	5.33	0.544068520977661
GO:0046148	pigment biosynthetic process	17	6	3.49	0.544068520977661
GO:0072521	purine-containing compound metabolic pro...	53	11	10.87	0.544068520977661
GO:0033043	regulation of organelle organization	34	8	6.97	0.545720087108197
GO:0009862	systemic acquired resistance, salicylic ...	23	5	4.72	0.547214989991405
GO:0007155	cell adhesion	21	5	4.31	0.547969473131736
GO:0022610	biological adhesion	21	5	4.31	0.547969473131736
GO:0007568	aging	13	2	2.67	0.548253050925617
GO:0006006	glucose metabolic process	50	11	10.26	0.550043529053993
GO:0006275	regulation of DNA replication	13	2	2.67	0.550043529053993
GO:0007346	regulation of mitotic cell cycle	17	2	3.49	0.550043529053993
GO:0043170	macromolecule metabolic process	562	116	115.27	0.550043529053993
GO:0019637	organophosphate metabolic process	134	29	27.48	0.555063159253123
GO:0009751	response to salicylic acid	37	10	7.59	0.556127110545193
GO:0048229	gametophyte development	53	6	10.87	0.556127110545193
GO:0007005	mitochondrion organization	10	0	2.05	0.556233685868039
GO:0030968	endoplasmic reticulum unfolded protein r...	23	3	4.72	0.557936001921245
GO:0009314	response to radiation	99	19	20.31	0.558832698694905
GO:0032787	monocarboxylic acid metabolic process	147	31	30.15	0.558832698694905
GO:0043603	cellular amide metabolic process	90	21	18.46	0.558832698694905
GO:0048519	negative regulation of biological proces...	132	29	27.07	0.558832698694905
GO:0051493	regulation of cytoskeleton organization	25	7	5.13	0.558832698694905
GO:1901698	response to nitrogen compound	54	9	11.08	0.558832698694905
GO:1902903	regulation of supramolecular fiber organ...	25	7	5.13	0.558832698694905
GO:0007389	pattern specification process	36	11	7.38	0.565928533070691
GO:0016441	posttranscriptional gene silencing	23	7	4.72	0.565928533070691
GO:0035194	posttranscriptional gene silencing by RN...	23	7	4.72	0.565928533070691
GO:0006479	protein methylation	40	7	8.2	0.567894583285195
GO:0006664	glycolipid metabolic process	12	4	2.46	0.567894583285195
GO:0008213	protein alkylation	40	7	8.2	0.567894583285195
GO:0009247	glycolipid biosynthetic process	12	4	2.46	0.567894583285195
GO:0009863	salicylic acid mediated signaling pathwa...	34	9	6.97	0.567894583285195
GO:0010051	xylem and phloem pattern formation	12	4	2.46	0.567894583285195
GO:0016571	histone methylation	40	7	8.2	0.567894583285195
GO:0030003	cellular cation homeostasis	10	2	2.05	0.567894583285195
GO:0031109	microtubule polymerization or depolymeri...	10	4	2.05	0.567894583285195
GO:0031667	response to nutrient levels	25	8	5.13	0.567894583285195
GO:0031669	cellular response to nutrient levels	25	8	5.13	0.567894583285195
GO:0044260	cellular macromolecule metabolic process	536	112	109.94	0.567894583285195
GO:0051172	negative regulation of nitrogen compound...	57	16	11.69	0.567894583285195
GO:0055082	cellular chemical homeostasis	12	3	2.46	0.567894583285195
GO:0071446	cellular response to salicylic acid stim...	34	9	6.97	0.567894583285195
GO:1903509	liposaccharide metabolic process	12	4	2.46	0.567894583285195
GO:0006839	mitochondrial transport	14	3	2.87	0.5694111843166
GO:0048440	carpel development	18	4	3.69	0.57209553772615
GO:0009755	hormone-mediated signaling pathway	66	13	13.54	0.573719419207644
GO:0065008	regulation of biological quality	97	24	19.9	0.574768551118674
