AT,TargetID
AT1G73270,S_alt_contig10019
AT4G19670,S_alt_contig10024
AT5G54090,S_alt_contig10028
NA,S_alt_contig10034_NB
AT4G17620,S_alt_contig10040_RC
AT5G18240,S_alt_contig10055
AT4G14960,S_alt_contig10056
AT5G23590,S_alt_contig10058
NA,S_alt_contig10069_NB
AT5G42990,S_alt_contig10070_RC
AT1G30240,S_alt_contig10073_RC
AT5G45760,S_alt_contig10076
NA,S_alt_contig10089
AT1G58290,S_alt_contig10115_RC
AT3G42170,S_alt_contig10118_RC
NA,S_alt_contig10126_NB
AT2G31820,S_alt_contig10135
AT1G04940,S_alt_contig10136
AT5G58270,S_alt_contig10137
AT5G48655,S_alt_contig10140
AT1G21720,S_5sp_contig24806
AT3G23990,S_alt_contig10156_RC
AT2G31820,S_alt_contig10167
AT2G32730,S_alt_contig10172
AT5G02810,S_alt_contig10180_RC
AT3G48930,S_alt_contig10181
AT5G02810,S_alt_contig10182
AT3G19000,S_5sp_contig24826
AT1G73885,S_alt_contig10191
AT1G34320,S_alt_contig10203_RC
AT1G76150,S_alt_contig10212
AT3G18290,S_alt_contig10214
AT2G25430,S_alt_contig10216_RC
AT5G48760,S_alt_contig10217
AT5G04240,S_alt_contig10225
AT1G75330,S_alt_contig10226
AT5G43330,S_alt_contig10241_RC
AT1G69670,S_alt_contig10246
AT2G15230,S_alt_contig10268_RC
NA,S_alt_contig10280_NB
NA,S_alt_contig10287_RC
AT3G03940,S_5sp_contig25020_RC
AT1G15780,S_alt_contig10294
AT5G54540,S_alt_contig10310
AT5G54540,S_alt_contig10311
AT1G50600,S_alt_contig10315
AT1G47830,S_alt_contig10319
AT1G21380,S_alt_contig10324_RC
AT4G16180,S_5sp_contig25046
AT3G61790,S_alt_contig10329
AT2G20490,S_alt_contig10336
NA,S_alt_contig10351
AT5G42970,S_alt_contig10361
AT2G20420,S_alt_contig10391_RC
AT4G34450,S_alt_contig10409
AT5G05170,S_alt_contig10411
AT1G10630,S_alt_contig10417
AT1G61040,S_alt_contig10422
AT5G63400,S_alt_contig10436
AT3G18640,S_alt_contig10445_RC
AT5G28650,S_alt_contig10446_RC
AT4G00930,S_5sp_contig25137_RC
NA,S_alt_contig10473_NB
AT3G21240,S_alt_contig10484
AT5G43950,S_5sp_contig25158
AT1G33420,S_alt_contig10503_RC
AT1G54710,S_alt_contig10505
AT5G43950,S_5sp_contig25160
AT1G60670,S_5sp_contig25165
AT3G07020,S_5sp_contig25174
AT5G22040,S_alt_contig10556
AT5G18480,S_alt_contig10560
AT3G19170,S_alt_contig10567
AT5G17770,S_alt_contig10582
AT4G26910,S_alt_contig10586
AT2G37570,S_alt_contig10600
AT4G28980,S_alt_contig10620_RC
AT3G55070,S_alt_contig10633
AT3G13200,S_alt_contig10645_RC
AT3G22270,S_alt_contig10647
AT1G48840,S_5sp_contig25234
AT5G38220,S_alt_contig10655
AT4G08920,S_alt_contig10658
AT1G53910,S_alt_contig10659
AT3G26000,S_alt_contig10667_RC
AT1G21720,S_alt_contig10674
AT1G21720,S_alt_contig10677
AT5G07610,S_alt_contig10683
AT2G16640,S_alt_contig10685
AT5G50210,S_5sp_contig25249
AT4G30825,S_alt_contig10713_RC
AT1G23750,S_alt_contig10720
AT2G02160,S_alt_contig10732
AT1G22410,S_alt_contig10740
AT1G15150,S_alt_contig10763_RC
AT5G15400,S_alt_contig10774_RC
NA,S_alt_contig10775
AT1G20020,S_alt_contig10776
AT2G39090,S_alt_contig10786
AT1G53320,S_alt_contig10800
NA,S_alt_contig10802
AT1G01510,S_alt_contig10805
AT2G15790,S_5sp_contig25317_RC
AT2G47640,S_alt_contig10831
AT1G04300,S_alt_contig10840_RC
AT5G45390,S_alt_contig10855
AT3G59400,S_alt_contig10857_RC
NA,S_alt_contig10862_NB
AT2G18990,S_alt_contig10887
AT1G32150,S_5sp_contig25356_RC
AT1G59900,S_alt_contig10906
AT1G56190,S_alt_contig10907
AT3G15290,S_alt_contig10917
AT5G19760,S_alt_contig10923_RC
NA,S_alt_contig10935
AT1G78600,S_alt_contig10947
NA,S_alt_contig10950_NB
AT1G67280,S_alt_contig10956
NA,S_alt_contig10960_NB
AT5G26570,S_5sp_contig25382
AT5G04410,S_5sp_contig06782
AT5G06510,S_alt_contig10962
AT5G08290,S_alt_contig10967
AT3G62370,S_alt_contig10969
AT3G07810,S_alt_contig10974_RC
AT5G14260,S_alt_contig10982
AT5G28060,S_alt_contig11004
AT1G14330,S_5sp_contig25393_RC
AT3G18140,S_alt_contig11006
NA,S_alt_contig11013_NB
AT1G29690,S_5sp_contig25402
AT5G45550,S_alt_contig11022
AT1G19130,S_alt_contig11023
AT1G03475,S_alt_contig11025
AT1G52827,S_alt_contig11030
AT1G29690,S_5sp_contig25403
AT1G29690,S_5sp_contig25405
AT5G25880,S_alt_contig11064
NA,S_alt_contig11066_NB
AT3G19490,S_alt_contig11070
AT4G03080,S_alt_contig11076
AT5G45290,S_5sp_contig25420
AT1G74050,S_alt_contig11089
AT1G43130,S_alt_contig11090
AT4G35410,S_alt_contig11120
AT5G04410,S_5sp_contig06788
AT5G49710,S_alt_contig11134_RC
AT5G13430,S_alt_contig11135
AT5G61150,S_alt_contig11139
AT3G13224,S_5sp_contig25458
AT5G62910,S_alt_contig11163
AT3G20770,S_alt_contig11170
AT2G23460,S_alt_contig11200
NA,S_alt_contig11213_RC
AT3G14750,S_alt_contig11216_RC
AT1G53280,S_alt_contig11217
AT3G28715,S_alt_contig11224
AT5G61380,S_alt_contig11227
AT3G53570,S_alt_contig11241
NA,S_alt_contig11249_RC
AT5G23630,S_alt_contig11253_RC
AT1G11860,S_alt_contig11256
AT2G15730,S_alt_contig11266_RC
AT3G04780,S_alt_contig11271
AT3G12070,S_alt_contig11281
AT5G38630,S_alt_contig11285
AT1G17210,S_alt_contig11299
AT4G30950,S_alt_contig11308
AT2G28520,S_alt_contig11309_RC
AT3G23430,S_alt_contig11324
AT2G41770,S_5sp_contig25528
AT5G66810,S_alt_contig11342_RC
AT3G56850,S_alt_contig11345
NA,S_alt_contig11359_NB
AT5G43330,S_alt_contig11373_RC
AT3G05760,S_alt_contig11381
AT1G17050,S_alt_contig11383
AT2G17420,S_alt_contig11395
AT2G17420,S_alt_contig11396
AT1G28120,S_alt_contig11398
AT5G58240,S_alt_contig11401_RC
AT3G61790,S_alt_contig11421
AT1G09130,S_alt_contig11425
AT1G49850,S_alt_contig11436
AT1G12230,S_alt_contig11439
AT4G31170,S_alt_contig11455
AT3G50845,S_alt_contig11458
AT1G26670,S_alt_contig11468
NA,S_alt_contig11474
NA,S_alt_contig11488_NB
AT5G47720,S_alt_contig11496
AT5G57860,S_alt_contig11504
AT1G66680,S_alt_contig11512
AT1G63160,S_alt_contig11533
AT5G24800,S_alt_contig11534
AT3G13860,S_alt_contig11535_RC
AT2G34630,S_alt_contig11538
AT3G22440,S_5sp_contig25623
AT3G14270,S_alt_contig11558
AT2G45640,S_alt_contig11580
AT1G50250,S_alt_contig11588_RC
AT2G33430,S_alt_contig11589
AT1G21065,S_alt_contig11590
AT3G22550,S_alt_contig11598
AT1G13980,S_alt_contig11609_RC
AT1G06890,S_5sp_contig25662
AT5G01160,S_alt_contig11627
AT1G55490,S_alt_contig11644_RC
AT1G20693,S_alt_contig11682
AT2G36480,S_alt_contig11704_RC
AT5G02880,S_5sp_contig25736_RC
AT4G27780,S_alt_contig11717
AT4G38810,S_alt_contig11721
AT3G12130,S_alt_contig11723
AT2G24100,S_alt_contig11729
NA,S_alt_contig11733_NB
AT4G34490,S_alt_contig11734
AT5G39660,S_alt_contig11737
AT5G48870,S_alt_contig11740
AT4G27020,S_alt_contig11759
AT5G09810,S_alt_contig11763_RC
AT3G15480,S_alt_contig11764
AT1G43670,S_5sp_contig25747
AT5G57950,S_alt_contig11775
AT1G01230,S_alt_contig11783
AT1G72300,S_alt_contig11790_RC
AT5G09260,S_alt_contig11791
AT3G54300,S_alt_contig11792_RC
AT1G72040,S_alt_contig11798_RC
AT1G50440,S_alt_contig11799
AT4G32120,S_alt_contig11812
AT5G06600,S_alt_contig11818
AT5G51980,S_alt_contig11829_RC
AT2G20360,S_alt_contig11833_RC
AT2G13680,S_alt_contig11845_RC
NA,S_alt_contig11855_NB
AT1G61140,S_alt_contig11858
NA,S_alt_contig11869_NB
AT1G22410,S_alt_contig11876
AT2G46820,S_alt_contig11883
AT2G37690,S_alt_contig11887
AT4G09620,S_alt_contig11890
AT1G15340,S_alt_contig11894
AT1G64260,S_5sp_contig25784_RC
AT3G12390,S_alt_contig11916
AT3G25110,S_alt_contig11932
NA,S_alt_contig11939
NA,S_alt_contig11941
AT1G18720,S_alt_contig11943
AT1G07360,S_alt_contig11952
NA,S_alt_contig11969_NB
AT1G24764,S_alt_contig11972_RC
AT5G12040,S_alt_contig11973
AT5G54750,S_alt_contig11974
AT1G61780,S_alt_contig11993
AT1G09420,S_alt_contig12013
AT1G09420,S_alt_contig12016
AT5G43960,S_alt_contig12028
NA,S_alt_contig12036_RC
AT1G30440,S_alt_contig12059
AT4G29330,S_alt_contig12061
AT1G51730,S_alt_contig12076
AT3G05000,S_alt_contig12092_RC
AT1G80530,S_alt_contig12093
AT2G27030,S_alt_contig12094
AT5G45290,S_alt_contig12109_RC
AT3G62370,S_alt_contig12110
AT1G02500,S_alt_contig12125
AT1G19710,S_5sp_contig25906
AT5G45030,S_5sp_contig06860_RC
NA,S_alt_contig12149_NB
AT4G10030,S_alt_contig12159
AT3G16110,S_alt_contig12169
AT4G20060,S_alt_contig12171
AT4G35310,S_alt_contig12192
AT5G49650,S_alt_contig12200
AT1G65720,S_alt_contig12214
AT5G11510,S_alt_contig12216
AT3G18640,S_alt_contig12225
NA,S_alt_contig12230_NB
AT4G33580,S_alt_contig12235_RC
AT2G25910,S_alt_contig12258
AT3G45180,S_alt_contig12267
AT1G16470,S_alt_contig12275
AT3G22760,S_5sp_contig25956_RC
NA,S_alt_contig12284_NB
AT1G27400,S_alt_contig12292
AT4G37740,S_alt_contig12297_RC
AT5G67170,S_5sp_contig25970
AT4G19090,S_alt_contig12301
AT1G68710,S_alt_contig12304
AT2G39630,S_alt_contig12317
AT1G53400,S_alt_contig12319
AT2G37570,S_alt_contig12322
AT1G33230,S_alt_contig12328_RC
AT3G51100,S_alt_contig12339
AT3G42790,S_alt_contig12343
AT4G31990,S_alt_contig12354
NA,S_alt_contig12366_NB
AT5G14040,S_alt_contig12369
AT5G44180,S_alt_contig12380
AT3G53540,S_alt_contig12395
AT5G53440,S_alt_contig12403
AT2G18840,S_alt_contig12407_RC
AT5G06440,S_alt_contig12417
AT1G21065,S_alt_contig12429
NA,S_alt_contig12439_NB
NA,S_5sp_contig26018
AT2G13440,S_alt_contig12449
AT5G42940,S_alt_contig12459
AT5G40670,S_5sp_contig26046
AT5G05350,S_alt_contig12466_RC
AT1G22410,S_alt_contig12486
AT1G22410,S_alt_contig12487
AT1G07770,S_alt_contig12488
AT3G02710,S_5sp_contig26051
AT1G22150,S_alt_contig12499_RC
AT3G02710,S_5sp_contig26053
AT3G58170,S_alt_contig12542_RC
AT1G26300,S_alt_contig12544
AT4G32410,S_alt_contig12548
AT4G32410,S_alt_contig12550
AT4G34110,S_alt_contig12558
AT1G54630,S_alt_contig12559
AT4G31290,S_alt_contig12604
AT4G31290,S_alt_contig12605
AT5G19990,S_alt_contig12630
AT4G14746,S_alt_contig12637
AT4G19880,S_5sp_contig26090
AT3G54360,S_alt_contig12678
AT5G24870,S_alt_contig12680
AT1G55900,S_5sp_contig26096_RC
AT4G25890,S_alt_contig12701
NA,S_alt_contig12702_NB
AT5G36210,S_alt_contig12706
AT3G51730,S_alt_contig12710
AT1G14830,S_alt_contig12716
AT2G14255,S_5sp_contig26098
AT5G55940,S_alt_contig12718
AT1G33780,S_alt_contig12722
AT2G43940,S_alt_contig12724
AT3G21510,S_alt_contig12726_RC
AT1G16300,S_alt_contig12729_RC
NA,S_alt_contig12746_NB
NA,S_alt_contig12756_NB
AT2G03470,S_alt_contig12762
AT2G32910,S_alt_contig12763
NA,S_alt_contig12776_NB
NA,S_alt_contig12784
AT3G25110,S_5sp_contig26138
AT1G75140,S_alt_contig12787
AT3G11750,S_5sp_contig26142
AT4G17390,S_alt_contig12813
AT4G19006,S_alt_contig12822
AT2G35795,S_alt_contig12824
AT2G37040,S_alt_contig12839
AT4G17510,S_alt_contig12853
AT3G47833,S_alt_contig12862
NA,S_alt_contig12867_NB
NA,S_alt_contig12868_NB
AT4G19645,S_alt_contig12884
AT1G05970,S_5sp_contig26182
AT5G16060,S_alt_contig12903
AT1G20370,S_alt_contig12908
AT1G70610,S_alt_contig12917
AT1G64260,S_alt_contig12923
AT1G33390,S_alt_contig12950_RC
AT4G36800,S_5sp_contig26194
AT3G04770,S_alt_contig12970
AT4G31720,S_alt_contig12972
AT1G21320,S_5sp_contig06984
AT3G58810,S_alt_contig12990
AT5G45380,S_alt_contig12993
AT1G11380,S_alt_contig12996
AT5G09690,S_alt_contig12997
AT1G53750,S_alt_contig13004_RC
AT4G09730,S_alt_contig13023_RC
AT1G61000,S_alt_contig13043
AT3G18165,S_5sp_contig26222
AT2G21620,S_alt_contig13061_RC
AT5G02580,S_alt_contig13071_RC
AT5G23740,S_alt_contig13072
AT5G08680,S_alt_contig13077
AT5G03760,S_5sp_contig26226
AT5G12110,S_alt_contig13086
AT1G72710,S_alt_contig13090
NA,S_5sp_contig26246
NA,S_alt_contig13104_NB
AT5G12240,S_alt_contig13106
AT3G48860,S_5sp_contig26294
AT4G36910,S_alt_contig13117
AT5G56140,S_alt_contig13142
AT4G13940,S_alt_contig13143
AT5G47770,S_alt_contig13150
AT1G21320,S_5sp_contig06985
AT4G01150,S_alt_contig13163
AT4G01150,S_alt_contig13164
AT5G67390,S_alt_contig13165_RC
AT5G67390,S_alt_contig13166_RC
AT1G06130,S_alt_contig13179
AT3G09800,S_alt_contig13188_RC
AT3G54890,S_alt_contig13221
AT3G07810,S_alt_contig13229
NA,S_alt_contig13237
AT5G45370,S_5sp_contig26338
AT2G30800,S_alt_contig13241
AT5G47570,S_alt_contig13251
AT1G16470,S_alt_contig13268
AT3G52300,S_alt_contig13282
AT4G22890,S_alt_contig13288
AT1G74050,S_alt_contig13291
AT2G37680,S_alt_contig13292
AT2G37680,S_alt_contig13293
AT2G28190,S_alt_contig13297
AT2G28190,S_alt_contig13298
AT2G14880,S_alt_contig13314
AT5G57590,S_5sp_contig26362
AT3G43980,S_alt_contig13326
AT3G26700,S_alt_contig13334_RC
AT1G12900,S_alt_contig13336
AT2G24020,S_alt_contig13354
AT5G12250,S_alt_contig13361_RC
AT1G42970,S_alt_contig13366
AT1G60420,S_5sp_contig26402
AT5G50810,S_alt_contig13394
AT2G46820,S_alt_contig13406
AT3G43190,S_alt_contig13419
AT1G45231,S_5sp_contig26426
AT1G23410,S_alt_contig13431
AT1G24180,S_alt_contig13433
AT2G39050,S_alt_contig13442
NA,S_alt_contig13461_NB
AT1G80380,S_alt_contig13463
AT1G22920,S_alt_contig13474
AT1G10660,S_5sp_contig26432_RC
AT4G14240,S_alt_contig13489
AT3G51100,S_5sp_contig26438
AT1G06515,S_alt_contig13508
AT1G53310,S_alt_contig13509
NA,S_alt_contig13521_NB
AT3G43190,S_alt_contig13565
NA,S_alt_contig13580_NB
AT1G31190,S_5sp_contig26451
AT1G55530,S_alt_contig13607
AT5G54270,S_alt_contig13622
AT2G29210,S_5sp_contig07153
NA,S_alt_contig13634_NB
NA,S_alt_contig13647_NB
AT4G20380,S_alt_contig13668_RC
AT2G02760,S_alt_contig13677
AT3G58700,S_alt_contig13681_RC
NA,S_alt_contig13688_NB
AT5G08680,S_alt_contig13696
AT2G19540,S_5sp_contig26478
ATCG00480,S_alt_contig13709_RC
AT3G20980,S_alt_contig13749_RC
AT4G35090,S_alt_contig13783
AT5G10840,S_alt_contig13784_RC
AT5G02960,S_alt_contig13794
AT5G15650,S_alt_contig13797
AT4G38790,S_alt_contig13812
AT2G04350,S_alt_contig13818_RC
AT5G08530,S_alt_contig13824
AT3G13580,S_alt_contig13832_RC
AT1G79010,S_alt_contig13841
NA,S_alt_contig13843
AT5G48150,S_alt_contig13845
NA,S_alt_contig13846_NB
AT3G15970,S_alt_contig13874
AT2G32720,S_alt_contig13959
AT2G32720,S_alt_contig13960
AT2G29210,S_5sp_contig07154
AT2G45330,S_5sp_contig26518
AT3G23570,S_5sp_contig26531
AT3G14400,S_alt_contig14038
AT1G47500,S_alt_contig14057
AT1G47500,S_alt_contig14058
AT1G04510,S_alt_contig14072
AT5G55160,S_alt_contig14080_RC
AT5G61310,S_alt_contig14086
AT5G42190,S_alt_contig14090
AT1G76810,S_alt_contig14091
AT3G55240,S_alt_contig14103
AT3G42170,S_alt_contig14106_RC
AT2G37040,S_alt_contig14122
AT5G08540,S_5sp_contig26546
AT1G48900,S_alt_contig14143
AT3G23540,S_alt_contig14156
NA,S_alt_contig14166_NB
AT3G63460,S_alt_contig14189
AT3G15260,S_alt_contig14200
AT3G17020,S_alt_contig14211_RC
AT5G58220,S_5sp_contig26578
AT1G24120,S_alt_contig14268_RC
AT4G35300,S_alt_contig14271
AT4G09830,S_alt_contig14281_RC
AT3G05880,S_alt_contig14283
AT5G58220,S_5sp_contig26580
AT1G36730,S_alt_contig14290
NA,S_alt_contig14312_NB
AT5G48380,S_alt_contig14317
AT1G13440,S_alt_contig14325
AT3G55270,S_alt_contig14335
AT3G59580,S_alt_contig14351_RC
AT1G31800,S_alt_contig14366_RC
AT4G36910,S_alt_contig14368
AT1G31800,S_alt_contig14369_RC
AT4G30200,S_alt_contig14373
AT4G14710,S_alt_contig14375_RC
AT1G51710,S_alt_contig14383
AT5G10360,S_alt_contig14389_RC
AT4G34450,S_alt_contig14392
AT5G47820,S_alt_contig14395
AT4G35220,S_5sp_contig26614
AT4G35220,S_5sp_contig26615
AT4G15130,S_alt_contig14441
AT3G11710,S_alt_contig14495
AT4G10180,S_alt_contig14506_RC
AT2G44120,S_alt_contig14508
AT1G77940,S_alt_contig14523
NA,S_alt_contig14529_NB
AT5G17920,S_alt_contig14550
AT3G08610,S_alt_contig14586
AT1G51200,S_alt_contig14593_RC
AT5G62000,S_alt_contig14674
AT1G65650,S_alt_contig14677
AT3G19630,S_5sp_contig26714
AT4G20360,S_alt_contig14701
AT1G08720,S_alt_contig14723
AT2G05990,S_alt_contig14730
AT1G56450,S_alt_contig14746
NA,S_alt_contig14747
AT2G28430,S_alt_contig14755
NA,S_alt_contig14759_RC
AT2G35010,S_alt_contig14789
AT1G74700,S_5sp_contig26726
AT2G47850,S_alt_contig14818
AT1G74700,S_5sp_contig26728
AT3G16780,S_alt_contig14830
NA,S_alt_contig14843_NB
NA,S_alt_contig14859_NB
AT1G15740,S_alt_contig14874_RC
AT5G44560,S_5sp_contig26756
AT3G57290,S_alt_contig14896
AT3G09050,S_alt_contig14897
AT5G26030,S_alt_contig14899
AT1G70330,S_5sp_contig26778
NA,S_alt_contig14907_RC
AT1G54290,S_alt_contig14924_RC
NA,S_alt_contig14972_NB
AT4G26840,S_alt_contig15005
AT3G02090,S_alt_contig15007
AT5G20920,S_alt_contig15021_RC
NA,S_alt_contig15026_NB
AT1G52360,S_alt_contig15040
AT4G00440,S_alt_contig15048
AT5G64740,S_alt_contig15062
AT1G05190,S_alt_contig15077_RC
AT4G35090,S_alt_contig15085
AT1G76350,S_alt_contig15143
AT5G23670,S_alt_contig15145_RC
AT5G23670,S_alt_contig15146_RC
AT1G08320,S_alt_contig15160
AT1G68310,S_5sp_contig26804_RC
AT2G32910,S_5sp_contig07249
AT2G26280,S_alt_contig15192
AT1G48850,S_alt_contig15219
AT5G59300,S_alt_contig15223
AT3G02540,S_alt_contig15248_RC
AT1G13060,S_alt_contig15253
AT5G66860,S_5sp_contig26854
AT2G03890,S_alt_contig15266
AT1G21320,S_5sp_contig26866
NA,S_alt_contig15294_NB
AT3G05760,S_alt_contig15298
AT2G20490,S_alt_contig15330
AT3G43520,S_alt_contig15351_RC
AT2G32910,S_alt_contig15355
AT2G21620,S_alt_contig15368
AT5G02580,S_alt_contig15371_RC
AT2G01970,S_alt_contig15376
AT1G61250,S_alt_contig15389
AT2G26510,S_alt_contig15406
AT1G76810,S_alt_contig15433
AT5G15650,S_alt_contig15444
AT5G15650,S_alt_contig15445
AT2G19830,S_alt_contig15465
AT4G33490,S_5sp_contig26958
AT4G30200,S_alt_contig15474
AT1G15340,S_alt_contig15489_RC
AT5G48385,S_alt_contig15498
AT1G64090,S_alt_contig15502
AT4G33490,S_5sp_contig26959
AT1G44910,S_alt_contig15519_RC
AT4G26455,S_alt_contig15562
AT4G14320,S_alt_contig15571_RC
AT4G20150,S_alt_contig15574
NA,S_alt_contig15577
AT1G09660,S_alt_contig15593
AT3G58610,S_alt_contig15604
AT4G14240,S_alt_contig15616
AT2G35320,S_alt_contig15618
AT2G43970,S_alt_contig15635_RC
AT5G08530,S_alt_contig15647
AT5G24870,S_alt_contig15675
AT4G16210,S_5sp_contig27010
AT1G30970,S_alt_contig15694
AT3G51730,S_alt_contig15703
AT5G13630,S_5sp_contig27030
AT5G21090,S_alt_contig15725
AT3G20500,S_alt_contig15731
AT2G31200,S_alt_contig15732
AT2G16360,S_alt_contig15761_RC
AT1G04170,S_alt_contig15763
AT5G13630,S_5sp_contig27033
AT4G10270,S_alt_contig15785
AT1G80560,S_alt_contig15812
NA,S_5sp_contig27053
AT3G58170,S_alt_contig15827
AT4G29480,S_alt_contig15854
NA,S_alt_contig15894_NB
AT5G52240,S_5sp_contig27078
AT1G48850,S_alt_contig15905
AT3G58610,S_alt_contig15916
AT2G26510,S_alt_contig15917
AT5G08680,S_alt_contig15929
AT1G54290,S_alt_contig15939
AT5G20090,S_alt_contig15948_RC
AT5G57870,S_alt_contig16012
AT4G04720,S_alt_contig16032
AT1G55480,S_5sp_contig27138
AT4G28610,S_alt_contig16052
AT3G59580,S_alt_contig16063
AT1G03950,S_alt_contig16081
AT5G16880,S_alt_contig16085
AT1G78160,S_5sp_contig27172_RC
AT4G34110,S_5sp_contig07445
AT1G56190,S_alt_contig16103
AT3G16640,S_alt_contig16123
AT4G34670,S_alt_contig16132
AT2G02760,S_alt_contig16133
NA,S_alt_contig16174_NB
AT5G13530,S_alt_contig16207
AT3G07340,S_5sp_contig27218
AT2G30410,S_alt_contig16232
AT4G00440,S_alt_contig16241
NA,S_alt_contig16263_NB
NA,S_alt_contig16264_NB
AT4G25130,S_alt_contig16269
AT3G18170,S_5sp_contig27318
AT5G05780,S_alt_contig16294
AT1G42970,S_alt_contig16299
AT1G62040,S_alt_contig16300
AT4G33100,S_alt_contig16318_RC
AT1G51590,S_alt_contig16353_RC
AT5G06600,S_alt_contig16358
AT1G50920,S_alt_contig16361
NA,S_alt_contig16377_NB
NA,S_alt_contig16419_NB
AT5G01720,S_alt_contig16452
NA,S_alt_contig16468_NB
AT5G05170,S_alt_contig16526
NA,S_alt_contig16531
AT3G13290,S_alt_contig16616
AT4G32551,S_alt_contig16625
AT1G09420,S_alt_contig16715
ATMG01360,S_alt_contig16737
AT4G37870,S_alt_contig16801
AT4G39090,S_alt_contig16969
AT4G39090,S_alt_contig16970
AT5G13410,S_mar_contig00108
NA,S_mar_contig00151
AT1G53800,S_mar_contig00194
AT3G17440,S_mar_contig00458
AT3G17205,S_mar_contig00515
AT5G60010,S_mar_contig00608
AT5G36170,S_mar_contig00698_RC
AT3G58770,S_mar_contig00701_RC
NA,S_mar_contig00801
AT5G35970,S_5sp_contig27619
AT2G20060,S_mar_contig01077_RC
AT2G03200,S_mar_contig01343
NA,S_mar_contig01380
AT5G02810,S_mar_contig01671
AT1G66340,S_mar_contig01935_RC
AT5G60910,S_mar_contig02039
AT3G13290,S_mar_contig02178
AT4G25650,S_mar_contig02196
AT3G05320,S_mar_contig02214
AT3G10660,S_mar_contig02421_RC
AT2G35160,S_mar_contig02490_RC
AT1G64550,S_mar_contig02694
AT1G76460,S_mar_contig03046_RC
AT5G18230,S_5sp_contig27758
AT1G48120,S_mar_contig03194
AT2G24390,S_mar_contig03273
AT2G37340,S_mar_contig03500
NA,S_mar_contig03523_RC
NA,S_mar_contig03772
AT1G49950,S_mar_contig04132
AT2G34750,S_5sp_contig27798
AT2G04030,S_mar_contig04703_RC
AT3G51730,S_mar_contig04713_RC
AT3G11290,S_mar_contig04744_RC
AT3G22080,S_mar_contig04816
AT1G68490,S_mar_contig04837_RC
NA,S_5sp_contig27822
AT1G79620,S_mar_contig04870
NA,S_mar_contig04980_RC
AT4G24560,S_mar_contig05217
AT5G06060,S_mar_contig05375_RC
NA,S_5sp_contig27824
AT1G79500,S_mar_contig05688_RC
AT4G05320,S_mar_contig06077
AT3G03330,S_mar_contig06221
AT1G52827,S_mar_contig06291_RC
AT3G18750,S_mar_contig06362
AT1G17880,S_mar_contig06600
AT3G02520,S_mar_contig06879
AT1G66680,S_mar_contig07503
AT1G09620,S_mar_contig07507_RC
AT1G60995,S_5sp_contig27887_RC
NA,S_mar_contig07589
AT2G03890,S_mar_contig07762_RC
AT5G48790,S_mar_contig07792_RC
AT5G18280,S_mar_contig07843_RC
AT1G10210,S_mar_contig07913_RC
AT3G46290,S_5sp_contig27903
AT5G67170,S_mar_contig08160
AT1G15660,S_mar_contig08167_RC
AT3G10670,S_mar_contig08380
AT2G24960,S_mar_contig08459
AT5G07010,S_mar_contig08673_RC
AT4G26780,S_mar_contig08716
AT2G01220,S_mar_contig09092
AT5G21100,S_mar_contig09142_RC
AT1G79040,S_mar_contig09175_RC
AT1G03250,S_mar_contig09456
AT3G05420,S_5sp_contig27964_RC
AT5G63860,S_mar_contig09823
AT1G71900,S_mar_contig09877_RC
AT1G16470,S_mar_contig09910
AT2G39445,S_mar_contig09940
AT4G28760,S_mar_contig10055
AT1G76350,S_mar_contig10231_RC
AT4G24690,S_mar_contig11295
NA,S_mar_contig11307
AT3G03150,S_mar_contig11445_RC
AT5G64270,S_mar_contig11618
AT1G30970,S_mar_contig11972_RC
AT4G00440,S_mar_contig12024
AT2G04030,S_mar_contig12058_RC
AT4G27250,S_mar_contig12109
AT1G69230,S_mar_contig13040
AT4G18100,S_mar_contig13063_RC
AT2G38710,S_mar_contig14249
AT4G02570,S_5sp_contig28090
AT3G24440,S_5sp_contig28170
AT2G35840,S_5sp_contig28175
AT2G19450,S_5sp_contig28194
AT2G44350,S_5sp_contig07634
AT1G79020,S_5sp_contig28295
AT4G13250,S_5sp_contig28308
AT1G11390,S_5sp_contig28336
AT5G05740,S_5sp_contig28340
AT2G23890,S_5sp_contig28348_RC
AT5G53120,S_5sp_contig28404
AT5G11350,S_5sp_contig28439
AT4G00720,S_5sp_contig28498
AT3G60590,S_5sp_contig28524
AT3G63400,S_5sp_contig07743
AT3G07040,S_5sp_contig28529_RC
AT1G72550,S_5sp_contig28542_RC
AT1G72550,S_5sp_contig28543_RC
AT1G72550,S_5sp_contig28544_RC
AT1G74960,S_5sp_contig28548
AT3G53760,S_5sp_contig28578
AT2G01980,S_5sp_contig28612
AT1G61770,S_5sp_contig28614_RC
AT1G77600,S_5sp_contig28641
AT4G30340,S_5sp_contig28710
AT3G09010,S_5sp_contig28716
AT3G54500,S_5sp_contig28746
AT1G13560,S_5sp_contig28818_RC
AT1G53190,S_5sp_contig28889
NA,S_5sp_contig28891
AT4G14950,S_5sp_contig28905
AT3G12590,S_5sp_contig28911
AT1G17720,S_5sp_contig07876
AT5G01460,S_5sp_contig28946
AT4G36195,S_5sp_contig28947
AT4G39280,S_5sp_contig28998_RC
AT5G25754,S_5sp_contig07889_RC
AT3G50590,S_5sp_contig29076_RC
AT4G09510,S_5sp_contig29116
AT1G73690,S_5sp_contig29140
