"","Spartina","Weisman","Dumas"
"1255",1,NA,NA
"1256",1,1,NA
"1257",1,NA,NA
"1258",1,NA,NA
"1259",1,NA,NA
"1260",1,NA,NA
"1261",1,NA,NA
"1262",1,NA,NA
"1263",1,NA,NA
"1264",1,NA,NA
"1265",1,NA,NA
"1266",1,NA,NA
"1267",1,NA,NA
"1268",1,NA,NA
"1269",1,NA,NA
"1270",1,NA,NA
"1271",1,NA,NA
"1272",1,NA,NA
"1273",1,1,NA
"1274",1,NA,NA
"1275",1,NA,NA
"1276",1,NA,NA
"1277",1,NA,NA
"1278",1,NA,NA
"1279",1,NA,NA
"1280",1,1,NA
"1281",1,NA,NA
"1282",1,NA,NA
"1283",1,1,NA
"1284",1,NA,NA
"1285",1,NA,NA
"1286",1,NA,NA
"1287",1,NA,NA
"1288",1,NA,NA
"1289",1,NA,NA
"1290",1,NA,NA
"1291",1,NA,NA
"1292",1,NA,NA
"1293",1,1,NA
"1294",1,NA,NA
"1295",1,NA,NA
"1296",1,NA,NA
"1297",1,NA,NA
"1298",1,NA,NA
"1299",1,NA,NA
"1300",1,NA,NA
"1301",1,NA,NA
"1302",1,NA,NA
"1303",1,NA,NA
"1304",1,NA,NA
"1305",1,NA,NA
"1306",1,NA,NA
"1307",1,NA,NA
"1308",1,NA,NA
"1309",1,NA,NA
"1310",1,NA,NA
"1311",1,NA,NA
"1312",1,NA,NA
"1313",1,NA,NA
"1314",1,NA,NA
"1315",1,NA,NA
"1316",1,NA,NA
"1317",1,NA,NA
"1318",1,NA,NA
"1319",1,NA,NA
"1320",1,NA,NA
"1321",1,NA,NA
"1322",1,NA,NA
"1323",1,NA,NA
"1324",1,NA,NA
"1325",1,1,NA
"1326",1,NA,NA
"1327",1,NA,NA
"1328",1,NA,NA
"1329",1,NA,NA
"1330",1,NA,NA
"1331",1,NA,NA
"1332",1,NA,NA
"1333",1,NA,NA
"1334",1,1,NA
"1335",1,NA,NA
"1336",1,NA,NA
"1337",1,NA,NA
"1338",1,NA,NA
"1339",1,NA,NA
"1340",1,NA,NA
"1341",1,NA,NA
"1342",1,NA,NA
"1343",1,NA,NA
"1344",1,NA,NA
"1345",1,NA,NA
"1346",1,NA,NA
"1347",1,NA,NA
"1348",1,1,NA
"1349",1,NA,NA
"1350",1,1,NA
"1351",1,NA,NA
"1352",1,NA,NA
"1353",1,NA,NA
"1354",1,NA,NA
"1355",1,NA,NA
"1356",1,NA,NA
"1357",1,NA,NA
"1358",1,NA,NA
"1359",1,NA,NA
"1360",1,NA,NA
"1361",1,NA,NA
"1362",1,NA,NA
"1363",1,NA,NA
"1364",1,NA,NA
"1365",1,NA,NA
"1366",1,NA,NA
"1367",1,NA,NA
"1368",1,NA,NA
"1369",1,1,NA
"1370",1,NA,NA
"1371",1,NA,NA
"1372",1,1,NA
"1373",1,NA,NA
"1374",1,1,NA
"1375",1,NA,NA
"1376",1,NA,NA
"1377",1,NA,NA
"1378",1,NA,NA
"1379",1,NA,NA
"1380",1,NA,NA
"1381",1,NA,NA
"1382",1,NA,NA
"1383",1,NA,NA
"1384",1,NA,NA
"1385",1,NA,NA
"1386",1,NA,NA
"1387",1,NA,NA
"1388",1,NA,NA
"1389",1,NA,NA
"1390",1,NA,NA
"1391",1,1,NA
"1392",1,NA,NA
"1393",1,1,NA
"1394",1,NA,NA
"1395",1,NA,NA
"1396",1,NA,NA
"1397",1,NA,NA
"1398",1,NA,NA
"1399",1,NA,NA
"1400",1,NA,NA
"1401",1,NA,NA
"1402",1,1,NA
"1403",1,NA,NA
"1404",1,NA,NA
"1405",1,NA,NA
"1406",1,1,NA
"1407",1,NA,NA
"1408",1,NA,NA
"1409",1,NA,NA
"1410",1,NA,NA
"1411",1,NA,NA
"1412",1,1,NA
"1413",1,NA,NA
"1414",1,NA,NA
"1415",1,NA,NA
"1416",1,NA,NA
"1417",1,NA,NA
"1418",1,NA,NA
"1419",1,NA,NA
"1420",1,NA,NA
"1421",1,NA,NA
"1422",1,1,NA
"1423",1,NA,NA
"1424",1,NA,NA
"1425",1,NA,NA
"1426",1,NA,NA
"1427",1,NA,NA
"1428",1,NA,NA
"1429",1,NA,NA
"1430",1,NA,NA
"1431",1,NA,NA
"1432",1,NA,NA
"1433",1,NA,NA
"1434",1,NA,NA
"1435",1,NA,NA
"1436",1,NA,NA
"1437",1,NA,NA
"1438",1,NA,NA
"1439",1,NA,NA
"1440",1,NA,NA
"1441",1,NA,NA
"1442",1,NA,NA
"1443",1,NA,NA
"1444",1,NA,NA
"1445",1,NA,NA
"1446",1,NA,NA
"1447",1,NA,NA
"1448",1,NA,NA
"1449",1,NA,NA
"1450",1,NA,NA
"1451",1,NA,NA
"1452",1,NA,NA
"1453",1,NA,NA
"1454",1,NA,NA
"1455",1,NA,NA
"1456",1,NA,NA
"1457",1,NA,NA
"1458",1,NA,NA
"1459",1,NA,NA
"1460",1,NA,NA
"1461",1,NA,NA
"1462",1,NA,NA
"1463",1,NA,NA
"1464",1,NA,NA
"1465",1,1,NA
"1466",1,NA,NA
"1467",1,NA,NA
"1468",1,NA,NA
"1469",1,NA,NA
"1470",1,NA,NA
"1471",1,NA,NA
"1472",1,NA,NA
"1473",1,NA,NA
"1474",1,NA,NA
"1475",1,NA,NA
"1476",1,NA,NA
"1477",1,NA,NA
"1478",1,NA,NA
"1479",1,NA,NA
"1480",1,NA,NA
"1481",1,1,NA
"1482",1,NA,NA
"1483",1,NA,NA
"1484",1,NA,NA
"1485",1,NA,NA
"1486",1,NA,NA
"1487",1,NA,NA
"1488",1,NA,NA
"1489",1,NA,NA
"1490",1,NA,NA
"1491",1,NA,NA
"1492",1,NA,NA
"1493",1,NA,NA
"1494",1,NA,NA
"1495",1,NA,NA
"1496",1,1,NA
"1497",1,NA,NA
"1498",1,NA,NA
"1499",1,NA,NA
"1500",1,NA,NA
"1501",1,NA,NA
"1502",1,NA,NA
"1503",1,NA,NA
"1504",1,NA,NA
"1505",1,NA,NA
"1506",1,NA,NA
"1507",1,NA,NA
"1508",1,NA,NA
"1509",1,NA,NA
"1510",1,NA,NA
"1511",1,NA,NA
"1512",1,NA,NA
"1513",1,NA,NA
"1514",1,NA,NA
"1515",1,NA,NA
"1516",1,NA,NA
"1517",1,NA,NA
"1518",1,NA,NA
"1519",1,NA,NA
"1520",1,NA,NA
"1521",1,NA,NA
"1522",1,NA,NA
"1523",1,NA,NA
"1524",1,1,NA
"1525",1,NA,NA
"1526",1,NA,NA
"1527",1,NA,NA
"1528",1,NA,NA
"1529",1,NA,NA
"1530",1,NA,NA
"1531",1,NA,NA
"1532",1,NA,NA
"1533",1,1,NA
"1534",1,NA,NA
"1535",1,NA,NA
"1536",1,NA,NA
"1537",1,NA,NA
"1538",1,NA,NA
"1539",1,NA,NA
"1540",1,NA,NA
"1541",1,NA,NA
"1542",1,NA,NA
"1543",1,NA,NA
"1544",1,NA,NA
"1545",1,NA,NA
"1546",1,NA,NA
"1547",1,NA,NA
"1548",1,NA,NA
"1549",1,1,NA
"1550",1,NA,NA
"1551",1,NA,NA
"1552",1,NA,NA
"1553",1,NA,NA
"1554",1,NA,NA
"1555",1,1,NA
"1556",1,NA,NA
"1557",1,NA,NA
"1558",1,1,NA
"1559",1,NA,NA
"1560",1,NA,NA
"1561",1,NA,NA
"1562",1,NA,NA
"1563",1,1,NA
"1564",1,NA,NA
"1565",1,NA,NA
"1566",1,NA,NA
"1567",1,NA,NA
"1568",1,1,NA
"1569",1,NA,NA
"1570",1,NA,NA
"1571",1,NA,NA
"1572",1,NA,NA
"1573",1,NA,NA
"1574",1,NA,NA
"1575",1,NA,NA
"1576",1,NA,NA
"1577",1,NA,NA
"1578",1,NA,NA
"1579",1,NA,NA
"1580",1,NA,NA
"1581",1,NA,NA
"1582",1,NA,NA
"1583",1,NA,NA
"1584",1,NA,NA
"1585",1,NA,NA
"1586",1,NA,NA
"1587",1,NA,NA
"1588",1,NA,NA
"1589",1,NA,NA
"1590",1,NA,NA
"1591",1,NA,NA
"1592",1,NA,NA
"1593",1,NA,NA
"1594",1,NA,NA
"1595",1,NA,NA
"1596",1,NA,NA
"1597",1,NA,NA
"1598",1,NA,NA
"1599",1,NA,NA
"1600",1,NA,NA
"1601",1,NA,NA
"1602",1,NA,NA
"1603",1,NA,NA
"1604",1,NA,NA
"1605",1,NA,NA
"1606",1,NA,NA
"1607",1,NA,NA
"1608",1,NA,NA
"1609",1,NA,NA
"1610",1,NA,NA
"1611",1,NA,NA
"1612",1,NA,NA
"1613",1,NA,NA
"1614",1,NA,NA
"1615",1,NA,NA
"1616",1,NA,NA
"1617",1,NA,NA
"1618",1,NA,NA
"1619",1,1,NA
"1620",1,NA,NA
"1621",1,NA,NA
"1622",1,NA,NA
"1623",1,NA,NA
"1624",1,NA,NA
"1625",1,NA,NA
"1626",1,NA,NA
"1627",1,NA,NA
"1628",1,NA,NA
"1629",1,NA,NA
"1630",1,NA,NA
"1631",1,NA,NA
"1632",1,NA,NA
"1633",1,NA,NA
"1634",1,NA,NA
"1635",1,NA,NA
"1636",1,NA,NA
"1637",1,NA,NA
"1638",1,NA,NA
"1639",1,NA,NA
"1640",1,NA,NA
"1641",1,NA,NA
"1642",1,NA,NA
"1643",1,NA,NA
"1644",1,NA,NA
"1645",1,NA,NA
"1646",1,NA,NA
"1647",1,NA,NA
"1648",1,NA,NA
"1649",1,NA,NA
"1650",1,NA,NA
"1651",1,NA,NA
"1652",1,NA,NA
"1653",1,1,NA
"1654",1,NA,NA
"1655",1,NA,NA
"1656",1,NA,NA
"1657",1,NA,NA
"1658",1,NA,NA
"1659",1,NA,NA
"1660",1,NA,NA
"1661",1,NA,NA
"1662",1,NA,NA
"1663",1,NA,NA
"1664",1,NA,NA
"1665",1,NA,NA
"1666",1,NA,NA
"1667",1,NA,NA
"1668",1,NA,NA
"1669",1,NA,NA
"1670",1,NA,NA
"1671",1,NA,NA
"1672",1,NA,NA
"1673",1,NA,NA
"1674",1,NA,NA
"1675",1,NA,NA
"1676",1,NA,NA
"1677",1,NA,NA
"1678",1,NA,NA
"1679",1,NA,NA
"1680",1,NA,NA
"1681",1,NA,NA
"1682",1,NA,NA
"1683",1,NA,NA
"1684",1,NA,NA
"1685",1,NA,NA
"1686",1,NA,NA
"1687",1,NA,NA
"1688",1,NA,NA
"1689",1,NA,NA
"1690",1,NA,NA
"1691",1,NA,NA
"1692",1,NA,NA
"1693",1,NA,NA
"1694",1,NA,NA
"1695",1,NA,NA
"1696",1,NA,NA
"1697",1,NA,NA
"1698",1,NA,NA
"1699",1,NA,NA
"1700",1,NA,NA
"1701",1,NA,NA
"1702",1,NA,NA
"1703",1,NA,NA
"1704",1,NA,NA
"1705",1,NA,NA
"1706",1,NA,NA
"1707",1,NA,NA
"1708",1,NA,NA
"1709",1,NA,NA
"1710",1,NA,NA
"1711",1,NA,NA
"1712",1,NA,NA
"1713",1,NA,NA
"1714",1,NA,NA
"1715",1,NA,NA
"1716",1,NA,NA
"1717",1,NA,NA
"1718",1,NA,NA
"1719",1,NA,NA
"1720",1,1,NA
"1721",1,NA,NA
"1722",1,1,NA
"1723",1,1,NA
"1724",1,NA,NA
"1725",1,NA,NA
"1726",1,NA,NA
"1727",1,NA,NA
"1728",1,NA,NA
"1729",1,NA,NA
"1730",1,NA,NA
"1731",1,1,NA
"1732",1,NA,NA
"1733",1,NA,NA
"1734",1,NA,NA
"1735",1,NA,NA
"1736",1,NA,NA
"1737",1,NA,NA
"1738",1,NA,NA
"1739",1,NA,NA
"1740",1,NA,NA
"1741",1,NA,NA
"1742",1,NA,NA
"1743",1,NA,NA
"1744",1,NA,NA
"1745",1,NA,NA
"1746",1,NA,NA
"1747",1,NA,NA
"1748",1,NA,NA
"1749",1,1,NA
"1750",1,NA,NA
"1751",1,NA,NA
"1752",1,NA,NA
"1753",1,1,NA
"1754",1,NA,NA
"1755",1,NA,NA
"1756",1,NA,NA
"1757",1,NA,NA
"1758",1,NA,NA
"1759",1,1,NA
"1760",1,NA,NA
"1761",1,NA,NA
"1762",1,NA,NA
"1763",1,NA,NA
"1764",1,NA,NA
"1765",1,NA,NA
"1766",1,NA,NA
"1767",1,NA,NA
"1768",1,NA,NA
"1769",1,NA,NA
"1770",1,NA,NA
"1771",1,NA,NA
"1772",1,NA,NA
"1773",1,NA,NA
"1774",1,NA,NA
"1775",1,NA,NA
"1776",1,NA,NA
"1777",1,NA,NA
"1778",1,NA,NA
"1779",1,NA,NA
"1780",1,NA,NA
"1781",1,NA,NA
"1782",1,NA,NA
"1783",1,NA,NA
"1784",1,NA,NA
"1785",1,1,NA
"1786",1,NA,NA
"1787",1,NA,NA
"1788",1,NA,NA
"1789",1,1,NA
"1790",1,NA,NA
"1791",1,NA,NA
"1792",1,NA,NA
"1793",1,NA,NA
"1794",1,NA,NA
"1795",1,NA,NA
"1796",1,NA,NA
"1797",1,NA,NA
"1798",1,NA,NA
"1799",1,NA,NA
"1800",1,NA,NA
"1801",1,NA,NA
"1802",1,NA,NA
"1803",1,NA,NA
"1804",1,NA,NA
"1805",1,NA,NA
"1806",1,NA,NA
"1807",1,NA,NA
"1808",1,NA,NA
"1809",1,NA,NA
"1810",1,NA,NA
"1811",1,NA,NA
"1812",1,NA,NA
"1813",1,NA,NA
"1814",1,NA,NA
"1815",1,NA,NA
"1816",1,NA,NA
"1817",1,NA,NA
"1818",1,NA,NA
"1819",1,NA,NA
"1820",1,NA,NA
"1821",1,NA,NA
"1822",1,NA,NA
"1823",1,NA,NA
"1824",1,1,NA
"1825",1,NA,NA
"1826",1,NA,NA
"1827",1,1,NA
"1828",1,NA,NA
"1829",1,NA,NA
"1830",1,NA,NA
"1831",1,NA,NA
"1832",1,1,NA
"1833",1,NA,NA
"1834",1,NA,NA
"1835",1,NA,NA
"1836",1,NA,NA
"1837",1,NA,NA
"1838",1,NA,NA
"1839",1,NA,NA
"1840",1,NA,NA
"1841",1,1,NA
"1842",1,NA,NA
"1843",1,NA,NA
"1844",1,NA,NA
"1845",1,NA,NA
"1846",1,NA,NA
"1847",1,NA,NA
"1848",1,NA,NA
"1849",1,NA,NA
"1850",1,NA,NA
"1851",1,NA,NA
"1852",1,NA,NA
"1853",1,NA,NA
"1854",1,NA,NA
"1855",1,NA,NA
"1856",1,NA,NA
"1857",1,NA,NA
"1858",1,NA,NA
"1859",1,NA,NA
"1860",1,NA,NA
"1861",1,NA,NA
"1862",1,NA,NA
"1863",1,NA,NA
"1864",1,NA,NA
"1865",1,NA,NA
"1866",1,NA,NA
"1867",1,NA,NA
"1868",1,NA,NA
"1869",1,NA,NA
"1870",1,NA,NA
"1871",1,NA,NA
"1872",1,NA,NA
"1873",1,NA,NA
"1874",1,1,NA
"1875",1,NA,NA
"1876",1,NA,NA
"1877",1,NA,NA
"1878",1,NA,NA
"1879",1,NA,NA
"1880",1,NA,NA
"1881",1,NA,NA
"1882",1,NA,NA
"1883",1,NA,NA
"1884",1,NA,NA
"1885",1,NA,NA
"1886",1,NA,NA
"1887",1,NA,NA
"1888",1,NA,NA
"1889",1,NA,NA
"1890",1,NA,NA
"1891",1,NA,NA
"1892",1,NA,NA
"1893",1,NA,NA
"1894",1,NA,NA
"1895",1,NA,NA
"1896",1,NA,NA
"1897",1,NA,NA
"1898",1,NA,NA
"1899",1,NA,NA
"1900",1,NA,NA
"1901",1,NA,NA
"1902",1,NA,NA
"1903",1,NA,NA
"1904",1,NA,NA
"1905",1,NA,NA
"1906",1,NA,NA
"1907",1,NA,NA
"1908",1,NA,NA
"1909",1,NA,NA
"1910",1,NA,NA
"1911",1,NA,NA
"1912",1,NA,NA
"1913",1,NA,NA
"1914",1,NA,NA
"1915",1,NA,NA
"1916",1,NA,NA
"1917",1,NA,NA
"1918",1,NA,NA
"1919",1,NA,NA
"1920",1,NA,NA
"1921",1,NA,NA
"1922",1,NA,NA
"1923",1,NA,NA
"1924",1,NA,NA
"1925",1,NA,NA
"1926",1,NA,NA
"1927",1,NA,NA
"1928",1,NA,NA
"1929",1,NA,NA
"1930",1,NA,NA
"1931",1,NA,NA
"1932",1,NA,NA
"1933",1,NA,NA
"1934",1,1,NA
"1935",1,NA,NA
"1936",1,NA,NA
"1937",1,NA,NA
"1938",1,NA,NA
"1939",1,NA,NA
"1940",1,NA,NA
"1941",1,NA,NA
"1942",1,NA,NA
"1943",1,NA,NA
"1944",1,NA,NA
"1945",1,NA,NA
"1946",1,NA,NA
"1947",1,NA,NA
"1948",1,NA,NA
"1949",1,NA,NA
"1950",1,NA,NA
"1951",1,NA,NA
"1952",1,NA,NA
"1953",1,NA,NA
"1954",1,NA,NA
"1955",1,NA,NA
"1956",1,NA,NA
"1957",1,1,NA
"1958",1,NA,NA
"1959",1,NA,NA
"1960",1,NA,NA
"1961",1,NA,NA
"1962",1,NA,NA
"1963",1,NA,NA
"1964",1,NA,NA
"1965",1,NA,NA
"1966",1,NA,NA
"1967",1,NA,NA
"1968",1,NA,NA
"1969",1,NA,NA
"1970",1,NA,NA
"1971",1,NA,NA
"1972",1,NA,NA
"1973",1,NA,NA
"1974",1,NA,NA
"1975",1,NA,NA
"1976",1,NA,NA
"1977",1,NA,NA
"1978",1,NA,NA
"1979",1,NA,NA
"1980",1,NA,NA
"1981",1,NA,NA
"1982",1,NA,NA
"1983",1,NA,NA
"1984",1,NA,NA
"1985",1,NA,NA
"1986",1,NA,NA
"1987",1,1,NA
"1988",1,NA,NA
"1989",1,NA,NA
"1990",1,NA,NA
"1991",1,NA,NA
"1992",1,NA,NA
"1993",1,NA,NA
"1994",1,NA,NA
"1995",1,NA,NA
"1996",1,NA,NA
"1997",1,NA,NA
"1998",1,NA,NA
"1999",1,NA,NA
"2000",1,NA,NA
"2001",1,1,NA
"2002",1,NA,NA
"2003",1,NA,NA
"2004",1,NA,NA
"2005",1,1,NA
"2006",1,NA,NA
"2007",1,NA,NA
"2008",1,NA,NA
"2009",1,NA,NA
"2010",1,NA,NA
"2011",1,NA,NA
"2012",1,NA,NA
"2013",1,NA,NA
"2014",1,NA,NA
"2015",1,NA,NA
"2016",1,NA,NA
"2017",1,NA,NA
"2018",1,NA,NA
"2019",1,NA,NA
"2020",1,NA,NA
"2021",1,NA,NA
"2022",1,NA,NA
"2023",1,NA,NA
"2024",1,NA,NA
"2025",1,NA,NA
"2026",1,NA,NA
"2027",1,NA,NA
"2028",1,NA,NA
"2029",1,NA,NA
"2030",1,NA,NA
"2031",1,NA,NA
"2032",1,NA,NA
"2033",1,NA,NA
"2034",1,NA,NA
"2035",1,NA,NA
"2036",1,NA,NA
"2037",1,NA,NA
"2038",1,NA,NA
"2039",1,NA,NA
"2040",1,NA,NA
"2041",1,NA,NA
"2042",1,NA,NA
"2043",1,NA,NA
"2044",1,NA,NA
"2045",1,NA,NA
"2046",1,NA,NA
"2047",1,NA,NA
"2048",1,NA,NA
"2049",1,NA,NA
"2050",1,NA,NA
"2051",1,NA,NA
"2052",1,NA,NA
"2053",1,NA,NA
"2054",1,NA,NA
"2055",1,NA,NA
"2056",1,NA,NA
"2057",1,NA,NA
"2058",1,NA,NA
"2059",1,NA,NA
"2060",1,NA,NA
"2061",1,NA,NA
"2062",1,NA,NA
"2063",1,NA,NA
"2064",1,NA,NA
"2065",1,NA,NA
"2066",1,NA,NA
"2067",1,NA,NA
"2068",1,NA,NA
"2069",1,NA,NA
"2070",1,NA,NA
"2071",1,NA,NA
"2072",1,NA,NA
"2073",1,NA,NA
"2074",1,NA,NA
"2075",1,NA,NA
"2076",1,NA,NA
"2077",1,NA,NA
"2078",1,NA,NA
"2079",1,NA,NA
"2080",1,NA,NA
"2081",1,NA,NA
"2082",1,NA,NA
"2083",1,NA,NA
"2084",1,NA,NA
"2085",1,NA,NA
"2086",1,1,NA
"2087",1,NA,NA
"2088",1,NA,NA
"2089",1,NA,NA
"2090",1,NA,NA
"2091",1,NA,NA
"2092",1,NA,NA
"2093",1,NA,NA
"2094",1,NA,NA
"2095",1,NA,NA
"2096",1,NA,NA
"2097",1,NA,NA
"2098",1,NA,NA
"2099",1,NA,NA
"2100",1,NA,NA
"2101",1,NA,NA
"2102",1,NA,NA
"2103",1,NA,NA
"2104",1,NA,NA
"2105",1,NA,NA
"2106",1,NA,NA
"2107",1,NA,NA
"2108",1,NA,NA
"2109",1,NA,NA
"2110",1,NA,NA
"2111",1,NA,NA
"2112",1,NA,NA
"2113",1,NA,NA
"2114",1,NA,NA
"2115",1,NA,NA
"2116",1,NA,NA
"2117",1,1,NA
"2118",1,NA,NA
"2119",1,NA,NA
"2120",1,NA,NA
"2121",1,NA,NA
"2122",1,NA,NA
"2123",1,NA,NA
"2124",1,NA,NA
"2125",1,1,NA
"2126",1,NA,NA
"2127",1,NA,NA
"2128",1,NA,NA
"2129",1,NA,NA
"2130",1,1,NA
"2131",1,NA,NA
"2132",1,NA,NA
"2133",1,NA,NA
"2134",1,1,NA
"2135",1,1,NA
"2136",1,1,NA
"2137",1,NA,NA
"2138",1,NA,NA
"2139",1,NA,NA
"2140",1,NA,NA
"2141",NA,1,NA
"2142",NA,1,NA
"2143",NA,1,NA
"2144",NA,1,NA
"2145",NA,1,NA
"2146",NA,1,NA
"2147",NA,1,NA
"2148",NA,1,NA
"2149",NA,1,NA
"2150",NA,1,NA
"2151",NA,1,NA
"2152",NA,1,NA
"2153",NA,1,NA
"2154",NA,1,NA
"2155",NA,1,NA
"2156",NA,1,NA
"2157",NA,1,NA
"2158",NA,1,NA
"2159",NA,1,NA
"2160",NA,1,NA
"2161",NA,1,NA
"2162",NA,1,NA
"2163",NA,1,NA
"2164",NA,1,NA
"2165",NA,1,NA
"2166",NA,1,NA
"2167",NA,1,NA
"2168",NA,1,NA
"2169",NA,1,NA
"2170",NA,1,NA
"2171",NA,1,NA
"2172",NA,1,NA
"2173",NA,1,NA
"2174",NA,1,NA
"2175",NA,1,NA
"2176",NA,1,NA
"2177",NA,1,NA
"2178",NA,1,NA
"2179",NA,1,NA
"2180",NA,1,NA
"2181",NA,1,NA
"2182",NA,1,NA
"2183",NA,1,NA
"2184",NA,1,NA
"2185",NA,1,NA
"2186",NA,1,NA
"2187",NA,1,NA
"2188",NA,1,NA
"2189",NA,1,NA
"2190",NA,1,NA
"2191",NA,1,NA
"2192",NA,1,NA
"2193",NA,1,NA
"2194",NA,1,NA
"2195",NA,1,NA
"2196",NA,1,NA
"2197",NA,1,NA
"2198",NA,1,NA
"2199",NA,1,1
"2200",NA,1,NA
"2201",NA,1,NA
"2202",NA,1,NA
"2203",NA,1,NA
"2204",NA,1,NA
"2205",NA,1,NA
"2206",NA,1,NA
"2207",NA,1,1
"2208",NA,1,NA
"2209",NA,1,NA
"2210",NA,1,NA
"2211",NA,1,NA
"2212",NA,1,NA
"2213",NA,1,NA
"2214",NA,1,NA
"2215",NA,1,NA
"2216",NA,1,NA
"2217",NA,1,NA
"2218",NA,1,NA
"2219",NA,1,NA
"2220",NA,1,NA
"2221",NA,1,NA
"2222",NA,1,NA
"2223",NA,1,NA
"2224",NA,1,NA
"2225",NA,1,NA
"2226",NA,1,NA
"2227",NA,1,NA
"2228",NA,1,NA
"2229",NA,1,NA
"2230",NA,1,NA
"2231",NA,1,NA
"2232",NA,1,NA
"2233",NA,1,NA
"2234",NA,1,NA
"2235",NA,1,NA
"2236",NA,1,NA
"2237",NA,1,NA
"2238",NA,1,NA
"2239",NA,1,NA
"2240",NA,1,NA
"2241",NA,1,NA
"2242",NA,1,NA
"2243",NA,1,NA
"2244",NA,1,NA
"2245",NA,1,NA
"2246",NA,1,NA
"2247",NA,1,NA
"2248",NA,1,NA
"2249",NA,1,NA
"2250",NA,1,NA
"2251",NA,1,NA
"2252",NA,1,NA
"2253",NA,1,NA
"2254",NA,1,NA
"2255",NA,1,NA
"2256",NA,1,NA
"2257",NA,1,NA
"2258",NA,1,NA
"2259",NA,1,NA
"2260",NA,1,1
"2261",NA,1,NA
"2262",NA,1,NA
"2263",NA,1,NA
"2264",NA,1,NA
"2265",NA,1,NA
"2266",NA,1,NA
"2267",NA,1,NA
"2268",NA,1,NA
"2269",NA,1,NA
"2270",NA,1,NA
"2271",NA,1,NA
"2272",NA,1,NA
"2273",NA,1,NA
"2274",NA,1,NA
"2275",NA,1,NA
"2276",NA,1,NA
"2277",NA,1,NA
"2278",NA,1,NA
"2279",NA,1,NA
"2280",NA,1,NA
"2281",NA,1,NA
"2282",NA,1,NA
"2283",NA,1,NA
"2284",NA,1,NA
"2285",NA,1,NA
"2286",NA,1,NA
"2287",NA,1,NA
"2288",NA,1,NA
"2289",NA,1,NA
"2290",NA,1,NA
"2291",NA,1,NA
"2292",NA,1,NA
"2293",NA,1,NA
"2294",NA,1,NA
"2295",NA,1,NA
"2296",NA,1,NA
"2297",NA,1,NA
"2298",NA,1,NA
"2299",NA,1,NA
"2300",NA,1,NA
"2301",NA,1,NA
"2302",NA,1,NA
"2303",NA,1,NA
"2304",NA,1,NA
"2305",NA,1,NA
"2306",NA,1,NA
"2307",NA,1,NA
"2308",NA,1,NA
"2309",NA,1,NA
"2310",NA,1,NA
"2311",NA,1,NA
"2312",NA,1,NA
"2313",NA,1,NA
"2314",NA,1,NA
"2315",NA,1,NA
"2316",NA,1,NA
"2317",NA,1,NA
"2318",NA,1,NA
"2319",NA,1,NA
"2320",NA,1,NA
"2321",NA,1,NA
"2322",NA,1,NA
"2323",NA,1,NA
"2324",NA,1,NA
"2325",NA,1,NA
"2326",NA,1,NA
"2327",NA,1,NA
"2328",NA,1,NA
"2329",NA,1,NA
"2330",NA,1,NA
"2331",NA,1,NA
"2332",NA,1,NA
"2333",NA,1,NA
"2334",NA,1,NA
"2335",NA,1,NA
"2336",NA,1,NA
"2337",NA,1,NA
"2338",NA,1,NA
"2339",NA,1,NA
"2340",NA,1,NA
"2341",NA,1,NA
"2342",NA,1,NA
"2343",NA,1,NA
"2344",NA,1,NA
"2345",NA,1,NA
"2346",NA,1,NA
"2347",NA,1,NA
"2348",NA,1,NA
"2349",NA,1,NA
"2350",NA,1,NA
"2351",NA,1,NA
"2352",NA,1,NA
"2353",NA,1,NA
"2354",NA,1,NA
"2355",NA,1,NA
"2356",NA,1,NA
"2357",NA,1,NA
"2358",NA,1,NA
"2359",NA,1,NA
"2360",NA,1,NA
"2361",NA,1,NA
"2362",NA,1,NA
"2363",NA,1,NA
"2364",NA,1,NA
"2365",NA,1,NA
"2366",NA,1,NA
"2367",NA,1,NA
"2368",NA,1,NA
"2369",NA,1,NA
"2370",NA,1,NA
"2371",NA,1,NA
"2372",NA,1,NA
"2373",NA,1,NA
"2374",NA,1,NA
"2375",NA,1,NA
"2376",NA,1,NA
"2377",NA,1,NA
"2378",NA,1,NA
"2379",NA,1,NA
"2380",NA,1,NA
"2381",NA,1,NA
"2382",NA,1,NA
"2383",NA,1,NA
"2384",NA,1,NA
"2385",NA,1,NA
"2386",NA,1,NA
"2387",NA,1,NA
"2388",NA,1,NA
"2389",NA,1,NA
"2390",NA,1,NA
"2391",NA,1,NA
"2392",NA,1,NA
"2393",NA,1,NA
"2394",NA,1,NA
"2395",NA,1,NA
"2396",NA,1,NA
"2397",NA,1,NA
"2398",NA,1,NA
"2399",NA,1,NA
"2400",NA,1,NA
"2401",NA,1,NA
"2402",NA,1,NA
"2403",NA,1,NA
"2404",NA,1,NA
"2405",NA,1,NA
"2406",NA,1,NA
"2407",NA,1,NA
"2408",NA,1,NA
"2409",NA,1,NA
"2410",NA,1,NA
"2411",NA,1,NA
"2412",NA,1,NA
"2413",NA,1,NA
"2414",NA,1,NA
"2415",NA,1,NA
"2416",NA,1,NA
"2417",NA,1,NA
"2418",NA,1,NA
"2419",NA,1,NA
"2420",NA,NA,1
"2421",NA,NA,1
"2422",NA,NA,1
"2423",NA,NA,1
