"probe","AGI","symbol","log2ratio","eBayes.p.value","annot"
"251218_at","AT3G62410","CP12, CP12-2",-1.96873979830227,1.00796915830397e-05,"CP12-2 encodes a small peptide found in the chloroplast stroma. It belongs to the CP12 gene family thought to be involved in the formation of a supramolecular complex with glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and phosphoribulokinase (PRK) embedded in the Calvin cycle. CP12-2 is coordinately regulated by light with the photosynthetic GAPDH and PRK. The annotation of this gene is based on article 32494., CP12-2 encodes a small peptide found in the chloroplast stroma. It belongs to the CP12 gene family thought to be involved in the formation of a supramolecular complex with glyceraldehyde-3-phosphate dehydrogenase (GAPDH) and phosphoribulokinase (PRK) embedded in the Calvin cycle. CP12-2 is coordinately regulated by light with the photosynthetic GAPDH and PRK. The annotation of this gene is based on article 32494."
"251230_at","","",-1.45378263957895,0.000650101308970328,""
"251243_at","AT3G61870","",-1.99495941912282,1.07905769577277e-05,"similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE93513.1)"
"251306_at","AT3G61260","",-1.02023427675929,0.000229326127979160,"DNA-binding family protein / remorin family protein; similar to DNA-binding protein, putative [Arabidopsis thaliana] (TAIR:AT2G45820.1); similar to DNA-binding protein (GB:AAA57124.1); contains InterPro domain Remorin, N-terminal region; (InterPro:IPR005518); contains InterPro domain Remorin, C-terminal region; (InterPro:IPR005516)"
"251325_s_at","AT3G61470, AT5G28450","LHCA2",-1.11471294254923,0.000255556789773339,"Encodes a component of the light harvesting antenna complex of photosystem I., chlorophyll A-B binding protein, chloroplast, putative / LHCI type II CAB, putative; similar to LHCA2 (Photosystem I light harvesting complex gene 2), chlorophyll binding [Arabidopsis thaliana] (TAIR:AT3G61470.1); similar to Chlorophyll a-b binding protein, chloroplast precursor (LHCI type II CAB) (GB:P13869); similar to Chlorophyll a-b binding protein 7, chloroplast precursor (LHCI type II CAB-7) (GB:P10708); contains InterPro domain Chlorophyll A-B binding protein; (InterPro:IPR001344)"
"251353_at","AT3G61080","",-2.5801765060902,1.71461433689541e-06,"fructosamine kinase family protein; similar to hypothetical protein alr5126 [Nostoc sp. PCC 7120] (GB:NP_489166.1); similar to Os03g0117800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048768.1); contains InterPro domain Protein kinase-like; (InterPro:IPR011009); contains InterPro domain Fructosamine kinase; (InterPro:IPR005581)"
"251356_at","AT3G61060","AtPP2-A13, AtPP2-A13",-2.29445498503391,2.33737772447511e-05,"ATPP2-A13; similar to ATPP2-A12 (Phloem protein 2-A12) [Arabidopsis thaliana] (TAIR:AT1G12710.1); similar to Cyclin-like F-box; Galactose-binding like [Medicago truncatula] (GB:ABE86301.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810), ATPP2-A13; similar to ATPP2-A12 (Phloem protein 2-A12) [Arabidopsis thaliana] (TAIR:AT1G12710.1); similar to Cyclin-like F-box; Galactose-binding like [Medicago truncatula] (GB:ABE86301.1); contains InterPro domain Cyclin-like F-box; (InterPro:IPR001810); contains InterPro domain Galactose-binding like; (InterPro:IPR008979)"
"251370_at","AT3G60450","",1.30558807305619,0.000871435476843261,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G60440.1); similar to pRIB5 protein [Ribes nigrum] (GB:CAA07566.1); contains InterPro domain Phosphoglycerate mutase; (InterPro:IPR013078); contains InterPro domain PRIB5; (InterPro:IPR012398)"
"251395_at","AT2G45470","AGP8, FLA8, AGP8, FLA8",-1.17505608918313,9.94930984249352e-05,"FLA8 (Arabinogalactan protein 8); Identical to Fasciclin-like arabinogalactan protein 8 precursor (AtAGP8) (FLA8) [Arabidopsis Thaliana] (GB:O22126;GB:Q56ZW9;GB:Q8L9B1;GB:Q9FR46); similar to FLA10 (fasciclin-like arabinogalactan-protein 10) [Arabidopsis thaliana] (TAIR:AT3G60900.1); similar to fasciclin-like protein FLA5 [Triticum aestivum] (GB:ABI95395.1); similar to Os04g0574200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053617.1); contains InterPro domain Beta-Ig-H3/fasciclin; (InterPro:IPR000782), FLA8 (Arabinogalactan protein 8); Identical to Fasciclin-like arabinogalactan protein 8 precursor (AtAGP8) (FLA8) [Arabidopsis Thaliana] (GB:O22126;GB:Q56ZW9;GB:Q8L9B1;GB:Q9FR46); similar to FLA10 (fasciclin-like arabinogalactan-protein 10) [Arabidopsis thaliana] (TAIR:AT3G60900.1); similar to fasciclin-like protein FLA5 [Triticum aestivum] (GB:ABI95395.1); similar to Os04g0574200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001053617.1); contains InterPro domain Beta-Ig-H3/fasciclin; (InterPro:IPR000782)"
"251400_at","AT3G60420","",1.7281917139884,0.000196072212550447,"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G60450.1); similar to pRIB5 protein [Ribes nigrum] (GB:CAA07566.1); contains InterPro domain Phosphoglycerate mutase; (InterPro:IPR013078); contains InterPro domain PRIB5; (InterPro:IPR012398)"
"251428_at","AT3G60140","BGLU30, DIN2, SRG2",4.88122410074665,6.68814451510906e-06,"Encodes a protein similar to beta-glucosidase and is a member of glycoside hydrolase family 1. Expression is induced after 24 hours of dark treatment, in senescing leaves and treatment with exogenous photosynthesis inhibitor. Induction of gene expression was suppressed in excised leaves supplied with sugar. The authors suggest that the gene's expression pattern is responding to the level of sugar in the cell., Encodes a protein similar to beta-glucosidase and is a member of glycoside hydrolase family 1. Expression is induced after 24 hours of dark treatment, in senescing leaves and treatment with exogenous photosynthesis inhibitor. Induction of gene expression was suppressed in excised leaves supplied with sugar. The authors suggest that the gene's expression pattern is responding to the level of sugar in the cell., Encodes a protein similar to beta-glucosidase and is a member of glycoside hydrolase family 1. Expression is induced after 24 hours of dark treatment, in senescing leaves and treatment with exogenous photosynthesis inhibitor. Induction of gene expression was suppressed in excised leaves supplied with sugar. The authors suggest that the gene's expression pattern is responding to the level of sugar in the cell."
"251438_s_at","AT3G59930, AT5G33355","",6.18579402952708,1.39141394003802e-08,"Encodes a defensin-like (DEFL) family protein., Encodes a defensin-like (DEFL) family protein."
"251461_at","","",-1.46198657450380,0.000106905963135530,""
"251497_at","AT3G59060","PIF5, PIL6",-1.49055239835228,0.000114383369957469,"encodes a novel Myc-related bHLH transcription factor, which physically associated with APRR1/TOC1 and is a member of PIF3 transcription factor family., encodes a novel Myc-related bHLH transcription factor, which physically associated with APRR1/TOC1 and is a member of PIF3 transcription factor family."
"251531_at","AT3G58550","",1.01182915905913,0.000592823841998493,"protease inhibitor/seed storage/lipid transfer protein (LTP) family protein; similar to lipid transfer protein-related [Arabidopsis thaliana] (TAIR:AT2G44300.1); similar to lipid transfer protein [Triticum aestivum] (GB:ABB90545.1); similar to Os03g0804200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051617.1); similar to Os07g0198300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001059125.1); contains InterPro domain Plant lipid transfer/seed storage/trypsin-alpha amylase inhibitor; (InterPro:IPR003612)"
"251545_at","AT3G58810","ATMTPA2, MTP3, MTPA2",2.22456244044237,8.72591866896993e-05,"Member of Zinc transporter (ZAT) family. Contributes to basic cellular Zn tolerance and controls Zn partitioning, particularly under conditions of high  rates of Zn influx into the root symplasm. Localizes to  the vacuolar membrane., Member of Zinc transporter (ZAT) family. Contributes to basic cellular Zn tolerance and controls Zn partitioning, particularly under conditions of high  rates of Zn influx into the root symplasm. Localizes to  the vacuolar membrane., Member of Zinc transporter (ZAT) family. Contributes to basic cellular Zn tolerance and controls Zn partitioning, particularly under conditions of high  rates of Zn influx into the root symplasm. Localizes to  the vacuolar membrane."
"251573_at","AT3G58140","",-1.02632050267275,0.000903714688805726,"phenylalanyl-tRNA synthetase class IIc family protein; similar to phenylalanyl-tRNA synthetase, putative / phenylalanine--tRNA ligase, putative [Arabidopsis thaliana] (TAIR:AT4G39280.1); similar to Os12g0533700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066926.1); similar to phenylalanyl-tRNA synthetase class IIc family protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA98813.1); contains InterPro domain Phenylalanyl-tRNA synthetase, class IIc; (InterPro:IPR002319); contains InterPro domain Phenylalanyl-tRNA synthetase, mitochondrial; (InterPro:IPR004530); contains InterPro domain Ferredoxin-fold anticodon-binding; (InterPro:IPR005121); contains InterPro domain Aminoacyl-transfer RNA synthetase, class II; (InterPro:IPR006195)"
"251625_at","AT3G57260","BG2, BGL2, PR-2, PR2",5.78690538592304,2.07767110088032e-07,"beta 1,3-glucanase, beta 1,3-glucanase, beta 1,3-glucanase, beta 1,3-glucanase"
"251664_at","AT3G56940","ACSF, CHL27, CRD1",-1.24450823366658,0.000766260437555695,"Encodes a putative ZIP protein with varying mRNA accumulation in leaves, stems and roots.  Has a consensus carboxylate-bridged di-iron binding site., Encodes a putative ZIP protein with varying mRNA accumulation in leaves, stems and roots.  Has a consensus carboxylate-bridged di-iron binding site., Encodes a putative ZIP protein with varying mRNA accumulation in leaves, stems and roots.  Has a consensus carboxylate-bridged di-iron binding site."
"251668_at","AT3G57010","",1.08475936909120,0.000139087722809284,"strictosidine synthase family protein; similar to strictosidine synthase family protein [Arabidopsis thaliana] (TAIR:AT3G57020.1); similar to putative strictosidine synthase [Oryza sativa (japonica cultivar-group)] (GB:AAR87254.1); similar to Os03g0750700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051286.1); contains InterPro domain Strictosidine synthase; (InterPro:IPR004141)"
"251701_at","AT3G56650","",-1.57572591056349,5.06790230404626e-05,"thylakoid lumenal 20 kDa protein; similar to thylakoid lumenal 29.8 kDa protein [Arabidopsis thaliana] (TAIR:AT1G77090.1); similar to Os12g0190200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001066340.1); similar to Os01g0805300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001044559.1); similar to thylakoid lumenal 29.8 kDa protein, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA96032.2)"
"251739_at","AT3G56170","CAN",1.14061709216858,0.00497511595084617,"Encodes a calcium-dependent nuclease with similarity to staphylococcal nuclease."
"251744_at","AT3G56010","",-1.28106861119543,0.000300430099669691,"similar to conserved hypothetical protein [Medicago truncatula] (GB:ABE94028.1)"
"251745_at","AT3G55980","ATSZF1, SZF1",-1.79160070323348,4.95265622660961e-05,"zinc finger (CCCH-type) family protein; similar to CZF1/ZFAR1 [Arabidopsis thaliana] (TAIR:AT2G40140.2); similar to Cys-3-His zinc finger protein [Capsicum annuum] (GB:ABI30334.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Zinc finger, CCCH-type; (InterPro:IPR000571), zinc finger (CCCH-type) family protein; similar to CZF1/ZFAR1 [Arabidopsis thaliana] (TAIR:AT2G40140.2); similar to Cys-3-His zinc finger protein [Capsicum annuum] (GB:ABI30334.1); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain Zinc finger, CCCH-type; (InterPro:IPR000571)"
"251759_at","AT3G55630","ATDFD, ATDFD",-1.867231098777,2.48524739161555e-05,"ATDFD (A. THALIANA DHFS-FPGS HOMOLOG D); tetrahydrofolylpolyglutamate synthase; similar to ATDFB (A. THALIANA DHFS-FPGS HOMOLOG B), tetrahydrofolylpolyglutamate synthase [Arabidopsis thaliana] (TAIR:AT5G05980.2); similar to putative folylpolyglutamate synthetase [Oryza sativa (japonica cultivar-group)] (GB:AAG13624.1); similar to Os03g0111100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001048721.1); contains InterPro domain Folylpolyglutamate synthetase; (InterPro:IPR001645); contains InterPro domain Mur ligase, middle region; (InterPro:IPR013221)"
"251762_at","AT3G55800","SBPASE",-1.49597776105171,2.82720070307737e-05,"Encodes the chloroplast enzyme sedoheptulose-1,7-bisphosphatase (SBPase), involved in the carbon reduction of the Calvin cycle. Increase in SBPase activity in transgenic lines accumulate up to 50% more sucrose and starch than wild-type."
"251784_at","AT3G55330","PPL1",-1.54496979419007,0.000111037451377331,"photosystem II reaction center PsbP family protein; Identical to Thylakoid lumenal 25.6 kDa protein, chloroplast precursor [Arabidopsis Thaliana] (GB:P82538); similar to photosystem II reaction center PsbP family protein [Arabidopsis thaliana] (TAIR:AT2G39470.1); similar to PsbP family protein, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABG66119.1); similar to Os10g0461100 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064776.1); similar to Os08g0347500 [Oryza sativa (japonica cultivar-group)] (GB:NP_001061609.1); contains InterPro domain Photosystem II oxygen evolving complex protein PsbP; (InterPro:IPR002683)"
"251810_at","AT3G55250","",-1.20909053967625,0.000133983349766937,"similar to calcium homeostasis regulator CHoR1 [Solanum tuberosum] (GB:AAQ14193.1)"
"251814_at","AT3G54890","LHCA1",-1.70240956128789,1.48096791200513e-05,"Encodes a component of the light harvesting complex associated with photosystem I."
"251815_at","AT3G54900","ATGRXCP, CXIP1",-1.03449686098403,0.00040590476238847,"A.thaliana PICOT protein.It activates CAX1 gene Calcium transport activity.In other organisms, PICOT proteins appear to play a negative regulatory role in cellular stress responses., A.thaliana PICOT protein.It activates CAX1 gene Calcium transport activity.In other organisms, PICOT proteins appear to play a negative regulatory role in cellular stress responses."
"251827_at","AT3G55120","A11, CFI, TT5",1.60631173646285,2.62657079933955e-05,"Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems., Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems., Catalyzes the conversion of chalcones into flavanones. Required for the accumulation of purple anthocyanins in leaves and stems."
"251840_at","AT3G54960","ATPDI1, ATPDIL1-3, PDI1",1.10343831403210,0.0011121147829667,"Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily., Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily., Encodes a protein disulfide isomerase-like (PDIL) protein, a member of a multigene family within the thioredoxin (TRX) superfamily."
"251847_at","AT3G54640","TRP3, TSA1",1.17055986132698,0.00254505779139347,"Catalyzes the conversion of indole-3-glycerolphosphate to indole, the penultimate reaction in the biosynthesis of tryptophan. Functions as a heterocomplex with tryptophan synthase beta subunit (TSA2)., Catalyzes the conversion of indole-3-glycerolphosphate to indole, the penultimate reaction in the biosynthesis of tryptophan. Functions as a heterocomplex with tryptophan synthase beta subunit (TSA2)."
"251860_at","AT3G54660","ATGR2, EMB2360, GR",-1.02667348237304,0.00959429507878875,"Encodes glutathione reductase that is most likely localized in the chloroplast., Encodes glutathione reductase that is most likely localized in the chloroplast., Encodes glutathione reductase that is most likely localized in the chloroplast."
"251883_at","AT3G54210","",-1.02036520830226,0.00101879321459098,"ribosomal protein L17 family protein; Identical to 50S ribosomal protein L17, chloroplast precursor (CL17) (RPL17) [Arabidopsis Thaliana] (GB:Q9M385;GB:Q8LCR3); similar to ribosomal protein L17 family protein [Arabidopsis thaliana] (TAIR:AT5G09770.1); similar to 50S ribosomal protein L17, chloroplast precursor (CL17) (GB:O80363); contains InterPro domain Ribosomal protein L17; (InterPro:IPR000456)"
"251885_at","AT3G54050","",-1.61115214618059,1.69544153639926e-05,"fructose-1,6-bisphosphatase, putative / D-fructose-1,6-bisphosphate 1-phosphohydrolase, putative / FBPase, putative; Identical to Fructose-1,6-bisphosphatase, chloroplast precursor (EC 3.1.3.11) (D- fructose-1,6-bisphosphate 1-phosphohydrolase) (FBPase) (FBP) [Arabidopsis Thaliana] (GB:P25851;GB:Q9M398); similar to fructose-1,6-bisphosphatase, putative / D-fructose-1,6-bisphosphate 1-phosphohydrolase, putative / FBPase, putative [Arabidopsis thaliana] (TAIR:AT1G43670.1); similar to Fructose-1,6-bisphosphatase, chloroplast precursor (D-fructose-1,6-bisphosphate 1-phosphohydrolase) (FBPase) (GB:P22418); similar to fructose-1,6-bisphosphatase precursor [Brassica napus] (GB:AAD12243.1); similar to Fructose-1,6-bisphosphatase, chloroplast precursor (D-fructose-1,6-bisphosphate 1-phosphohydrolase) (FBPase) (GB:Q07204); contains InterPro domain Inositol phosphatase/fructose-1,6-bisphosphatase; (InterPro:IPR000146)"
"251918_at","AT3G54040","",1.90628978250378,0.00801512178950504,"photoassimilate-responsive protein-related; similar to photoassimilate-responsive protein, putative [Arabidopsis thaliana] (TAIR:AT5G52390.1); similar to NtEIG-E80 [Nicotiana tabacum] (GB:BAB16427.1); contains InterPro domain PAR1; (InterPro:IPR009489)"
"251919_at","AT3G53800","",-2.68552433740137,7.31557006156875e-07,"armadillo/beta-catenin repeat family protein; similar to armadillo/beta-catenin repeat family protein [Arabidopsis thaliana] (TAIR:AT3G09350.1); similar to Os03g0271400 [Oryza sativa (japonica cultivar-group)] (GB:NP_001049691.1); similar to putative stress-induced protein [Solanum commersonii] (GB:CAJ19270.1); similar to Os03g0822700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001051736.1); contains InterPro domain Armadillo-like helical; (InterPro:IPR011989); contains InterPro domain HEAT; (InterPro:IPR000357)"
"251929_at","AT3G53920","SIG3, SIGC",-1.01794133207861,0.00025386954910999,"Encodes a sigma-like transcription factor, Sigma 3 (SIG3 or SIGC). As a subunit of chloroplast RNA polymerase, SIG3 confers the ability to recognize promoter sequences on the core enzyme.  SIG3 transcribes specifically the psbN gene in plastids., Encodes a sigma-like transcription factor, Sigma 3 (SIG3 or SIGC). As a subunit of chloroplast RNA polymerase, SIG3 confers the ability to recognize promoter sequences on the core enzyme.  SIG3 transcribes specifically the psbN gene in plastids."
"251942_at","AT3G53480","ABCG37, ATPDR9, PDR9",1.60817575985244,0.000326749396316608,"ATPDR9/PDR9 (PLEIOTROPIC DRUG RESISTANCE 9); ATPase, coupled to transmembrane movement of substances; Identical to Probable pleiotropic drug resistance protein 9 (PDR9) [Arabidopsis Thaliana] (GB:Q9LFH0); similar to ATPDR5/PDR5 (PLEIOTROPIC DRUG RESISTANCE 5), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT2G37280.1); similar to ATPDR13/PDR13 (PLEIOTROPIC DRUG RESISTANCE 13), ATP binding / ATPase/ nucleoside-triphosphatase/ nucleotide binding [Arabidopsis thaliana] (TAIR:AT4G15215.1); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT4G15236.1); similar to Pleiotropic drug resistance protein 15 (GB:Q7FMW4); similar to Pleiotropic drug resistance protein 3 (NtPDR3) (GB:Q5W274); similar to PDR-like ABC transporter [Oryza sativa (japonica cultivar-group)] (GB:CAD59575.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain Plant PDR ABC transporter associated; (InterPro:IPR013581); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439), ATPDR9/PDR9 (PLEIOTROPIC DRUG RESISTANCE 9); ATPase, coupled to transmembrane movement of substances; Identical to Probable pleiotropic drug resistance protein 9 (PDR9) [Arabidopsis Thaliana] (GB:Q9LFH0); similar to ATPDR5/PDR5 (PLEIOTROPIC DRUG RESISTANCE 5), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT2G37280.1); similar to ATPDR13/PDR13 (PLEIOTROPIC DRUG RESISTANCE 13), ATP binding / ATPase/ nucleoside-triphosphatase/ nucleotide binding [Arabidopsis thaliana] (TAIR:AT4G15215.1); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT4G15236.1); similar to Pleiotropic drug resistance protein 15 (GB:Q7FMW4); similar to Pleiotropic drug resistance protein 3 (NtPDR3) (GB:Q5W274); similar to PDR-like ABC transporter [Oryza sativa (japonica cultivar-group)] (GB:CAD59575.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain Plant PDR ABC transporter associated; (InterPro:IPR013581); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439), ATPDR9/PDR9 (PLEIOTROPIC DRUG RESISTANCE 9); ATPase, coupled to transmembrane movement of substances; Identical to Probable pleiotropic drug resistance protein 9 (PDR9) [Arabidopsis Thaliana] (GB:Q9LFH0); similar to ATPDR5/PDR5 (PLEIOTROPIC DRUG RESISTANCE 5), ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] (TAIR:AT2G37280.1); similar to ATPDR13/PDR13 (PLEIOTROPIC DRUG RESISTANCE 13), ATP binding / ATPase/ nucleoside-triphosphatase/ nucleotide binding [Arabidopsis thaliana] (TAIR:AT4G15215.1); similar to ABC transporter family protein [Arabidopsis thaliana] (TAIR:AT4G15236.1); similar to Pleiotropic drug resistance protein 15 (GB:Q7FMW4); similar to Pleiotropic drug resistance protein 3 (NtPDR3) (GB:Q5W274); similar to PDR-like ABC transporter [Oryza sativa (japonica cultivar-group)] (GB:CAD59575.1); contains InterPro domain ABC-2 type transporter; (InterPro:IPR013525); contains InterPro domain Plant PDR ABC transporter associated; (InterPro:IPR013581); contains InterPro domain AAA ATPase; (InterPro:IPR003593); contains InterPro domain ABC transporter related; (InterPro:IPR003439)"
"252022_at","AT3G52930","",1.40069229561243,0.000278849996236439,"fructose-bisphosphate aldolase, putative; similar to fructose-bisphosphate aldolase, putative [Arabidopsis thaliana] (TAIR:AT2G36460.1); similar to Fructose-bisphosphate aldolase, class-I [Medicago truncatula] (GB:ABE84500.1); contains InterPro domain Fructose-bisphosphate aldolase, class-I; (InterPro:IPR000741)"
"252032_at","AT3G52150","",-1.08843087382210,0.000402688754239097,"RNA binding; similar to CP33 (PIGMENT DEFECTIVE 322), RNA binding [Arabidopsis thaliana] (TAIR:AT3G52380.1); similar to Plastid-specific 30S ribosomal protein 2, chloroplast precursor (PSRP-2) (GB:P82277); contains InterPro domain Paraneoplastic encephalomyelitis antigen; (InterPro:IPR002343); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain RNA-binding region RNP-1 (RNA recognition motif); (InterPro:IPR000504), RNA recognition motif (RRM)-containing protein; similar to CP33 (PIGMENT DEFECTIVE 322), RNA binding [Arabidopsis thaliana] (TAIR:AT3G52380.1); similar to Plastid-specific 30S ribosomal protein 2, chloroplast precursor (PSRP-2) (GB:P82277); contains InterPro domain Paraneoplastic encephalomyelitis antigen; (InterPro:IPR002343); contains InterPro domain Nucleotide-binding, alpha-beta plait; (InterPro:IPR012677); contains InterPro domain Ankyrin; (InterPro:IPR002110); contains InterPro domain RNA-binding region RNP-1 (RNA recognition motif); (InterPro:IPR000504)"
"252036_at","AT3G52070","",-1.30228038309450,0.00163990523561642,"similar to hypothetical protein MtrDRAFT_AC136506g13v1 [Medicago truncatula] (GB:ABE82322.1)"
"252092_at","AT3G51420","ATSSL4, SSL4",-1.93588071518869,4.33403845098912e-06,"strictosidine synthase family protein; similar to YLS2 (yellow-leaf-specific gene 2), strictosidine synthase [Arabidopsis thaliana] (TAIR:AT3G51430.1); similar to mucin-like protein [Oryza sativa] (GB:AAG13594.1); contains InterPro domain Strictosidine synthase; (InterPro:IPR004141), strictosidine synthase family protein; similar to YLS2 (yellow-leaf-specific gene 2), strictosidine synthase [Arabidopsis thaliana] (TAIR:AT3G51430.1); similar to mucin-like protein [Oryza sativa] (GB:AAG13594.1); contains InterPro domain Strictosidine synthase; (InterPro:IPR004141)"
"252102_at","AT3G50970","LTI30, XERO2",1.56713405034376,3.53047277257498e-05,"Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments.  LTI29 and LTI30 double overexpressors confer freeze tolerance. Located in membranes. mRNA upregulated by water deprivation and abscisic acid., Belongs to the dehydrin protein family, which contains highly conserved stretches of 7-17 residues that are repetitively scattered in their sequences, the K-, S-, Y- and lysine rich segments.  LTI29 and LTI30 double overexpressors confer freeze tolerance. Located in membranes. mRNA upregulated by water deprivation and abscisic acid."
"252116_at","AT3G51510","",-1.57819112602591,4.1682792614646e-05,"similar to unknown [Hordeum vulgare] (GB:ABK56720.1)"
"252123_at","AT3G51240","F3'H, F3H, TT6",2.17553089775582,3.19704551555785e-06,"Encodes flavanone 3-hydroxylase that is coordinately expressed with chalcone synthase and chalcone isomerases. Regulates flavonoid biosynthesis., Encodes flavanone 3-hydroxylase that is coordinately expressed with chalcone synthase and chalcone isomerases. Regulates flavonoid biosynthesis., Encodes flavanone 3-hydroxylase that is coordinately expressed with chalcone synthase and chalcone isomerases. Regulates flavonoid biosynthesis."
"252130_at","AT3G50820","OEC33, PSBO-2, PSBO2",-1.07888377733673,0.000823413782894227,"Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO2 is the minor isoform in the wild-type. Mutants defective in this gene have been shown to be affected in the dephosphorylation of the D1 protein of PSII., Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO2 is the minor isoform in the wild-type. Mutants defective in this gene have been shown to be affected in the dephosphorylation of the D1 protein of PSII., Encodes a protein which is an extrinsic subunit of photosystem II and which has been proposed to play a central role in stabilization of the catalytic manganese cluster. In <i>Arabidopsis thaliana</i> the PsbO proteins are encoded by two genes: <i>psbO1</i> and <i>psbO2</i>. PsbO2 is the minor isoform in the wild-type. Mutants defective in this gene have been shown to be affected in the dephosphorylation of the D1 protein of PSII."
"252132_at","AT3G50790","",-1.47994413419947,0.000279916735215114,"late embryogenesis abundant protein, putative / LEA protein, putative; similar to esterase/lipase/thioesterase family protein [Arabidopsis thaliana] (TAIR:AT1G34340.1); similar to putative late embryonic abundant protein EMB8 [Oryza sativa (japonica cultivar-group)] (GB:BAD25578.1); contains InterPro domain Protein of unknown function UPF0017, hydrolase-like; (InterPro:IPR000952); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain AB-hydrolase YheT, putative; (InterPro:IPR012020); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073)"
"252168_at","AT3G50440","ATMES10, MES10",1.50812064476562,8.00753173204254e-05,"hydrolase; similar to esterase, putative [Arabidopsis thaliana] (TAIR:AT2G23620.1); similar to salicylic acid-binding protein 2 [Nicotiana tabacum] (GB:AAR87711.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073), hydrolase; similar to esterase, putative [Arabidopsis thaliana] (TAIR:AT2G23620.1); similar to salicylic acid-binding protein 2 [Nicotiana tabacum] (GB:AAR87711.1); contains InterPro domain Esterase/lipase/thioesterase; (InterPro:IPR000379); contains InterPro domain Alpha/beta hydrolase fold-1; (InterPro:IPR000073)"
"252170_at","AT3G50480","HR4",3.70321330157236,8.82098402434753e-08,"Homolog of RPW8"
"252181_at","AT3G50685","",-1.20563741661713,0.000155060393494178,"similar to p-166-4_1 [Pinus resinosa] (GB:AAY17046.1); similar to Os10g0213700 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064326.1)"
"252183_at","AT3G50740","UGT72E1",1.04930720946313,0.0152464759118727,"UGT72E1 is an UDPG:coniferyl alcohol glucosyltransferase which specifically glucosylates sinapyl- and coniferyl aldehydes. The enzyme is thought to be involved in lignin metabolism."
"252193_at","AT3G50060","MYB77",-3.12598503899787,1.69250098436211e-06,"Member of the R2R3 factor gene family."
