ATnumber,BacterialPathogen,FungalPathogen,Herbivore,Virus,Cold,Heat,Osmotic,UVB,Wound,Drought,Genotoxic,Unannotated
At2g41480,0,0,0,0,1,1,1,0,0,0,1,0
At5g56080,0,0,0,0,1,1,0,1,1,0,1,0
At4g31020,0,0,0,0,1,1,0,1,0,0,1,0
At3g45330,0,0,0,0,1,1,1,1,0,0,1,0
At4g19370,0,0,0,0,1,1,1,1,0,0,1,0
At3g26610,0,0,0,0,1,1,1,1,0,0,1,0
At2g03090,0,0,0,1,1,1,1,1,0,0,0,0
At4g09990,0,0,0,0,1,1,1,0,0,0,0,0
At2g43600,0,0,0,0,1,1,1,0,0,0,0,0
At1g21350,0,0,0,0,1,1,0,0,0,0,0,0
At2g43560,0,0,0,0,1,1,1,0,0,0,0,0
At1g33840,0,0,0,0,1,1,1,1,0,0,0,0
At5g39850,0,0,1,0,1,1,0,1,0,0,0,0
At5g19940,1,0,0,0,1,1,1,0,0,0,0,0
At4g12330,0,0,0,0,1,1,0,1,0,0,0,0
At3g18000,0,0,0,1,1,1,0,1,1,0,0,0
At5g02350,0,0,0,0,1,1,1,0,0,0,0,0
At1g10400,0,0,0,0,1,1,1,1,0,0,0,0
At1g66450,0,0,0,0,1,1,1,0,0,0,0,0
At5g37950,0,0,0,0,1,1,1,1,0,0,0,0
At3g55700,0,0,0,0,1,1,1,1,0,0,0,0
At3g07900,0,0,0,0,1,1,1,0,0,0,0,0
At1g56440,0,0,0,0,1,1,0,0,0,0,0,0
At1g32090,0,0,0,0,1,1,1,1,0,0,0,0
At1g23740,1,0,1,0,1,1,1,0,0,0,0,0
At5g44930,0,0,0,0,1,1,0,0,0,0,0,0
At4g27900,0,0,0,0,1,1,0,1,0,0,0,0
At2g22970,0,0,0,0,1,1,1,0,0,0,0,0
At1g07980,0,0,0,1,1,1,0,0,0,0,0,0
At3g43190,0,0,0,0,1,1,0,1,0,0,0,0
At2g22930,0,0,0,0,1,1,0,0,0,0,0,0
At2g02630,0,0,0,0,1,1,1,0,0,0,0,0
At3g07000,0,0,0,1,1,1,1,0,0,0,0,0
At5g51440,0,0,0,0,1,1,0,1,1,0,0,0
At5g35100,0,0,0,0,1,1,0,0,0,0,0,0
At1g15820,0,0,0,0,1,1,0,0,0,0,0,0
At2g46910,0,0,0,0,1,1,0,0,0,0,0,0
At2g47450,1,0,1,1,1,1,0,0,0,0,0,0
At4g23680,0,0,1,0,1,1,1,0,0,0,0,0
At5g05480,0,0,0,1,1,1,0,0,0,0,0,0
At3g59680,1,0,0,0,1,1,0,0,0,0,0,0
At5g07570,0,0,0,1,1,1,0,1,0,0,0,0
At5g18850,0,0,0,0,1,1,0,1,0,0,0,0
At2g27290,0,0,0,1,1,1,0,0,0,0,0,0
At1g18580,0,0,0,0,1,1,0,0,0,0,0,0
At2g33540,0,0,0,0,1,1,0,0,0,0,0,0
At1g30510,0,0,0,0,1,1,0,0,0,0,0,0
At4g35760,1,0,0,0,1,1,0,0,0,0,0,0
At3g21580,0,0,0,0,1,1,0,0,0,0,0,0
At4g28940,0,0,0,1,1,1,0,0,0,0,0,0
At1g65370,0,0,0,0,1,1,0,0,0,0,0,0
At1g70710,0,0,0,0,1,1,1,0,0,0,0,0
At4g00820,0,0,0,0,1,1,1,0,0,0,0,0
At4g14770,0,0,0,0,1,1,1,0,0,0,0,0
At3g25290,0,0,1,0,1,1,1,0,0,0,0,0
At4g13290,0,0,0,0,1,1,1,0,1,0,0,0
At1g26930,0,0,0,0,1,1,1,0,1,0,0,0
At4g25260,0,0,0,0,1,1,1,0,0,0,0,0
At4g15390,0,0,0,0,1,1,1,0,0,0,0,0
At4g16230,0,0,0,0,1,1,1,1,0,0,0,0
At2g26360,0,0,0,0,1,1,1,0,0,0,0,0
At1g49860,0,0,0,0,1,1,1,1,0,0,0,0
At3g25190,0,0,0,0,1,1,1,0,0,0,0,0
At1g73160,0,0,0,0,1,1,1,0,0,0,0,0
At2g29750,0,0,0,0,1,1,1,0,0,0,0,0
At2g40370,0,0,0,0,1,1,1,0,0,0,0,0
At3g50640,0,0,0,0,1,1,1,0,0,0,0,0
At4g00880,1,0,0,0,1,1,1,0,0,0,0,0
At1g26260,0,0,0,0,1,1,0,0,0,0,0,0
At1g09090,0,0,0,0,1,1,0,0,1,0,0,0
At1g35250,0,0,0,0,1,1,0,0,0,0,0,0
At2g19590,0,0,0,0,1,1,0,0,0,0,0,0
At5g45940,0,0,0,1,1,1,0,0,0,0,0,0
At3g46500,0,0,0,1,1,1,0,1,0,0,0,0
At5g22400,0,0,0,1,1,1,0,0,0,0,0,0
At4g32690,0,0,0,1,1,1,0,0,0,0,0,0
At3g63270,0,0,0,0,1,1,0,0,0,0,0,0
At4g37730,0,0,0,0,1,1,0,0,0,0,0,0
At4g01350,0,0,1,0,1,0,0,0,0,0,0,0
At3g01180,0,0,1,0,1,0,0,0,0,0,0,0
At2g24190,0,0,1,0,1,0,0,0,0,0,0,0
At4g34190,0,0,0,0,1,0,0,0,0,0,0,0
At3g03000,0,0,0,0,1,0,0,0,0,0,0,0
At4g38660,1,0,0,0,1,0,1,0,0,0,0,0
At3g09700,0,0,0,1,1,0,1,0,0,0,0,0
At4g03960,0,0,0,0,1,0,1,0,0,0,0,0
At2g33850,0,0,0,0,1,0,1,0,0,0,0,0
At4g14890,0,0,0,0,1,0,1,1,0,0,0,0
At5g66690,0,0,0,0,1,0,1,0,0,0,0,0
At5g59150,0,0,0,0,1,0,1,0,0,0,0,0
At3g46270,0,0,0,0,1,0,1,1,0,0,0,0
At5g26655,0,0,0,0,1,0,1,0,0,0,0,0
At5g15150,0,0,0,0,1,0,1,0,0,0,0,0
At5g39970,0,0,0,0,1,0,1,0,0,0,0,0
At4g37340,0,0,0,0,1,0,1,0,0,0,0,0
At3g12900,0,0,0,1,1,0,1,1,1,0,0,0
At5g38820,0,0,0,0,1,0,1,0,1,0,0,0
At3g50150,0,0,0,1,1,0,1,1,0,0,0,0
At5g43690,0,0,0,0,1,0,1,0,0,0,0,0
At1g32200,0,0,0,0,1,0,1,0,0,0,0,0
At3g29185,0,0,0,0,1,0,1,0,0,0,0,0
At2g39930,1,0,1,0,1,0,1,0,0,0,0,0
At3g18210,0,0,0,0,1,0,1,0,0,0,0,0
At5g52960,1,0,0,0,1,0,1,0,0,0,0,0
At1g32470,0,0,0,0,1,0,1,0,0,0,0,0
At1g36390,0,0,1,0,1,0,1,0,0,0,0,0
At4g21280,0,0,0,0,1,0,1,1,0,0,0,0
At3g60530,1,0,0,0,1,0,1,1,0,0,0,0
At3g08040,0,0,0,0,1,0,1,0,0,0,0,0
At5g16900,0,0,0,0,1,0,1,0,0,0,0,0
At1g03840,0,0,0,1,1,0,1,0,0,0,0,0
At3g46720,0,0,0,0,1,0,1,0,0,0,0,0
At3g54900,1,0,1,0,1,0,1,0,0,0,0,0
At5g43040,0,0,0,0,1,0,1,0,0,0,0,0
At4g20230,0,0,0,1,1,0,1,0,0,0,0,0
At5g14150,0,0,0,0,1,0,1,0,0,0,0,0
At3g29410,0,0,0,0,1,0,1,0,0,0,0,0
At1g12110,0,0,0,0,1,0,1,1,0,0,0,0
At4g32870,0,0,0,0,1,0,1,1,1,0,0,0
At3g51440,0,0,0,0,1,0,1,1,0,0,0,0
At1g12160,0,0,0,0,1,0,1,0,0,0,0,0
At4g02290,0,0,0,1,1,0,1,0,0,0,0,0
At3g48970,0,0,0,0,1,0,1,0,0,0,0,0
At1g07560,0,0,0,0,1,0,1,0,0,0,0,0
At2g27360,0,0,1,0,1,0,1,0,0,0,0,0
At3g47220,0,0,0,1,1,0,1,0,0,0,0,0
At1g04040,1,0,1,0,1,0,1,1,0,0,0,0
At5g06270,0,0,0,0,1,0,1,1,0,0,0,0
At4g28650,0,0,0,0,1,0,1,0,0,0,0,0
At2g20515,0,0,0,0,1,0,1,0,0,0,0,0
At4g00670,0,0,0,0,1,0,1,1,0,0,0,0
At5g44160,0,0,0,0,1,0,1,0,0,0,0,0
At2g02020,1,0,0,0,1,0,1,1,0,0,0,0
At5g11270,0,0,0,0,1,0,1,0,0,0,0,0
At3g26290,0,0,1,0,1,0,1,0,0,0,0,0
At2g21560,0,0,1,0,1,0,1,1,0,0,0,0
At1g05280,0,0,0,0,1,0,0,0,0,0,0,0
At1g79580,0,0,0,0,1,0,0,0,1,0,0,0
At5g42630,0,0,0,0,1,0,0,0,0,0,0,0
At1g18670,0,0,0,0,1,0,0,0,0,0,0,0
At2g43670,0,0,0,0,1,0,0,0,0,0,0,0
At4g31450,0,0,1,0,1,0,0,0,0,0,0,0
At3g62040,0,0,0,0,1,0,0,0,0,0,0,0
At5g37690,0,0,0,0,1,0,0,0,0,0,0,0
At4g25710,0,0,0,0,1,0,0,0,0,0,0,0
At4g09620,0,0,0,0,1,0,0,0,0,0,0,0
At4g02090,0,0,0,0,1,0,0,0,0,0,0,0
At3g29240,0,0,0,0,1,0,0,0,0,0,0,0
At1g68940,0,0,0,0,1,0,0,0,0,0,0,0
At2g47200,0,0,0,0,1,0,0,0,0,0,0,0
At1g79790,0,0,0,0,1,0,0,0,0,0,0,0
At2g18980,0,0,0,0,1,0,0,0,0,0,0,0
At3g61220,0,0,1,0,1,0,0,0,0,0,0,0
At4g34600,0,0,1,0,1,0,0,0,0,0,0,0
At2g16980,0,0,0,0,1,0,0,0,0,0,0,0
At5g44920,0,0,0,0,1,0,0,1,0,0,0,0
At1g56220,0,0,0,0,1,0,0,1,0,0,0,0
At3g50685,0,0,0,0,1,0,0,1,0,0,0,0
At5g53940,0,0,0,1,1,0,0,0,0,0,0,0
At2g30330,0,0,0,1,1,0,0,0,0,0,0,0
At3g24450,0,0,0,1,1,0,0,0,0,0,0,0
At2g34050,0,0,0,1,1,0,0,0,0,0,0,0
At1g31170,0,0,0,1,1,0,0,0,0,0,0,0
At5g58930,0,0,0,1,1,0,0,0,0,0,0,0
At5g35840,0,0,0,1,1,0,0,0,0,0,0,0
At5g19200,0,0,0,1,1,0,0,0,0,0,0,0
At5g06950,0,0,0,1,1,0,0,0,0,0,0,0
At5g03670,0,0,0,1,1,0,0,0,0,0,0,0
At3g58840,0,0,0,1,1,0,0,0,0,0,0,0
At4g33030,0,0,0,1,1,0,0,0,0,0,0,0
At1g80870,0,0,0,1,1,0,0,0,0,0,0,0
At2g46370,0,0,0,0,1,0,0,0,1,0,0,0
At4g25610,0,0,0,0,1,0,0,0,0,0,0,0
At4g16280,0,0,0,0,1,0,0,0,0,0,0,0
At5g57710,0,0,0,0,1,0,0,0,0,0,0,0
At5g53570,0,0,0,0,1,0,0,0,0,0,0,0
At5g51050,0,0,0,0,1,0,0,0,0,0,0,0
At5g11740,0,0,0,0,1,0,0,0,0,0,0,0
At5g10510,0,0,0,0,1,0,0,0,0,0,0,0
At5g01750,0,0,0,0,1,0,0,0,0,0,0,0
At3g54990,0,0,0,0,1,0,0,0,0,0,0,0
At4g38470,0,0,0,0,1,0,0,0,0,0,0,0
At4g36060,0,0,0,0,1,0,0,0,0,0,0,0
At4g28550,0,0,0,0,1,0,0,0,0,0,0,0
At4g20460,0,0,0,0,1,0,0,0,0,0,0,0
At4g07750,0,0,0,0,1,0,0,0,0,0,0,0
At3g13710,0,0,0,0,1,0,0,0,0,0,0,0
At1g59530,0,0,0,0,1,0,0,0,0,0,0,0
At3g15890,0,0,0,0,1,0,0,0,0,0,0,0
At3g15430,0,0,0,0,1,0,0,0,0,0,0,0
At1g68410,0,0,0,0,1,0,0,0,0,0,0,0
At1g76430,0,0,0,0,1,0,0,0,0,0,0,0
At1g75410,0,0,0,0,1,0,0,0,0,0,0,0
At1g17040,0,0,0,0,1,0,0,0,0,0,0,0
At1g55580,0,0,0,0,1,0,0,0,0,0,0,0
At2g18500,0,0,0,0,1,0,0,0,0,0,0,0
At1g05560,0,0,0,0,1,1,1,1,0,0,0,0
At1g72890,0,0,0,0,1,0,1,0,0,0,0,0
At2g38300,0,0,0,0,1,0,1,1,0,1,0,0
At4g34135,0,0,0,0,1,0,1,1,1,0,1,0
At5g52810,0,0,0,0,1,1,1,1,1,0,0,0
At5g54730,0,0,0,0,1,0,1,0,0,0,0,0
At4g33440,0,0,0,0,1,0,0,0,0,0,0,0
At5g52580,0,0,0,0,1,0,0,0,0,0,0,0
At5g57830,0,0,0,0,1,0,0,0,0,0,0,0
At5g51180,0,0,0,0,1,0,0,0,0,0,0,0
At5g44280,0,0,0,0,1,0,0,0,0,0,0,0
At5g14570,0,0,0,0,1,0,0,0,0,0,0,0
At4g30935,0,0,0,0,1,0,0,0,0,0,0,0
At4g27620,0,0,0,0,1,0,0,0,0,0,0,0
At4g02880,0,0,0,0,1,0,0,0,0,0,0,0
At3g06620,0,0,0,0,1,0,0,0,0,0,0,0
At1g06780,0,0,0,0,1,0,0,0,0,0,0,0
At2g17280,0,0,0,0,1,0,0,0,0,0,0,0
At2g18915,0,0,0,0,1,0,0,0,0,0,0,0
At2g37520,0,0,0,0,1,0,0,0,0,0,0,0
At2g19450,0,0,0,0,1,0,0,0,0,0,0,0
At5g06860,0,0,0,0,1,0,1,1,1,1,0,0
At5g54960,0,0,0,0,1,1,1,1,1,1,0,0
At5g01520,0,0,0,0,1,1,1,1,0,1,0,0
At1g29395,1,1,0,0,1,1,1,1,1,1,1,0
At4g19230,0,0,0,0,1,0,1,0,1,1,0,0
At1g32170,0,0,0,0,1,1,0,0,1,1,0,0
At5g57050,0,0,1,0,1,1,1,0,0,1,0,0
At1g14720,0,0,0,0,1,0,0,0,0,0,1,0
At1g71000,0,0,0,0,1,1,1,1,1,0,0,0
At2g41190,0,0,1,0,1,1,1,0,0,0,0,0
At2g21130,0,0,0,0,1,1,1,0,0,0,0,0
At3g09540,0,0,0,0,1,1,0,1,1,0,0,0
At1g32870,0,0,0,0,1,1,1,1,0,0,0,0
At5g16380,0,0,0,0,1,1,1,0,0,0,0,0
At1g14580,0,0,1,0,1,1,1,0,0,0,0,0
At4g03430,0,0,0,0,1,1,0,0,0,0,0,0
At5g54930,0,0,0,0,1,1,0,1,0,0,0,0
At1g12710,0,0,0,0,1,1,0,1,0,0,0,0
At2g23030,0,0,0,0,1,0,1,0,0,0,0,0
At2g47890,0,0,0,0,1,0,1,0,1,0,0,0
At3g22370,0,0,1,0,1,0,1,1,0,0,0,0
At3g53990,0,0,0,0,1,0,1,1,0,0,0,0
At5g17210,0,0,0,0,1,0,1,0,1,0,0,0
At3g49220,0,0,1,0,1,0,1,0,0,0,0,0
At2g22080,0,0,0,0,1,0,1,0,0,0,0,0
At4g18700,0,0,0,0,1,0,1,0,0,0,0,0
At3g61260,0,0,0,0,1,0,1,0,0,0,0,0
At2g12550,0,0,0,0,1,0,1,0,0,0,0,0
At5g58660,0,0,0,0,1,0,1,0,0,0,0,0
At5g51570,0,0,0,0,1,0,1,1,0,0,0,0
At5g52300,0,0,0,0,1,0,1,0,0,0,0,0
At5g50360,0,0,0,1,1,0,1,0,0,0,0,0
At2g03760,0,0,0,0,1,0,1,1,0,0,0,0
At1g30640,0,0,0,0,1,0,1,1,1,0,0,0
At2g21620,0,0,0,0,1,0,1,1,0,0,0,0
At5g55180,0,0,0,0,1,0,1,0,1,0,0,0
At4g34740,0,0,1,0,1,0,1,0,0,0,0,0
At5g20910,0,0,0,0,1,0,1,1,0,0,0,0
At1g11170,0,0,0,0,1,0,1,0,0,0,0,0
At1g67850,0,0,0,0,1,0,0,1,1,0,0,0
At2g02100,0,0,0,0,1,0,0,0,0,0,0,0
At3g08710,0,0,0,1,1,0,0,1,0,0,0,0
At3g24840,0,0,0,0,1,0,0,0,0,0,0,0
At5g41460,0,0,0,0,1,0,0,1,0,0,0,0
At4g02710,0,0,0,0,1,0,0,0,0,0,0,0
At5g57110,1,0,0,0,1,0,0,1,0,0,0,0
At2g40780,0,0,0,1,1,0,0,1,0,0,0,0
At4g25520,0,0,0,1,1,0,0,0,0,0,0,0
At1g66880,0,0,0,0,1,1,1,1,0,0,1,0
At3g07390,0,0,1,1,1,1,0,0,0,0,0,0
At2g41730,0,0,0,0,1,1,1,1,1,0,0,0
At3g11670,0,0,1,1,1,1,0,0,0,0,0,0
At5g12010,0,0,1,0,1,1,0,0,1,0,0,0
At5g03210,0,0,0,0,1,1,1,0,0,0,0,0
At5g35970,0,0,1,1,1,1,0,0,0,0,0,0
At1g58360,0,0,0,0,1,0,1,0,0,0,0,0
At5g18540,0,0,0,1,1,0,0,0,0,0,0,0
At3g56930,0,0,0,0,1,0,0,0,1,0,0,0
At5g05600,0,0,0,0,1,1,1,1,1,1,0,0
At4g34950,0,0,0,0,1,1,1,1,0,0,1,0
At3g14440,0,0,0,0,1,0,1,1,0,1,0,0
At2g23000,0,0,1,0,1,0,1,0,0,0,1,0
At4g04540,0,0,0,0,1,1,1,1,0,0,1,0
At5g55380,0,0,0,0,1,1,1,0,0,0,0,0
At3g09920,0,0,0,0,1,0,1,0,0,0,0,0
At1g17340,0,0,0,1,1,0,0,0,0,0,0,0
At4g31140,0,0,0,0,1,0,0,0,0,0,0,0
At4g20880,0,0,0,0,1,0,0,0,0,0,0,0
At3g01650,0,0,0,0,1,0,0,0,0,0,0,0
At1g27920,0,0,0,0,1,0,0,0,0,0,0,0
At1g60890,0,0,0,0,1,0,0,0,0,0,0,0
At1g04620,0,0,0,0,1,0,0,0,0,0,0,0
At2g15480,0,0,0,0,1,0,1,1,1,1,0,0
At5g67480,0,0,0,0,1,1,1,0,1,1,0,0
At2g47770,0,0,0,0,1,0,1,0,0,1,0,0
At5g04760,0,0,0,0,1,0,1,1,0,1,0,0
At1g69260,0,0,0,0,1,0,1,0,1,1,0,0
At3g02480,0,0,0,0,1,0,1,0,0,1,0,0
At5g01850,0,0,0,0,1,0,1,1,1,1,0,0
At2g25625,0,0,1,0,1,1,1,1,0,0,1,0
At2g23910,0,0,0,0,1,0,1,1,0,0,1,0
At4g12120,0,0,0,0,1,1,0,1,0,0,1,0
At3g07150,0,0,0,0,1,1,1,0,1,0,0,0
At5g37500,0,0,0,0,1,1,1,0,0,0,0,0
At3g08760,0,0,0,1,1,1,1,0,0,0,0,0
At3g23810,0,0,1,0,1,1,0,0,0,0,0,0
At4g14230,0,0,0,0,1,1,0,0,0,0,0,0
At3g47550,0,0,0,0,1,1,1,0,0,0,0,0
At3g09440,0,0,1,0,1,1,1,1,0,0,0,0
At1g69295,0,0,0,0,1,1,1,0,0,0,0,0
At1g69480,0,0,0,0,1,1,1,1,0,0,0,0
At5g50315,0,0,0,0,1,1,0,0,0,0,0,0
At4g20890,0,0,0,0,1,1,0,0,0,0,0,0
At1g43620,0,0,0,0,1,1,0,0,0,0,0,0
At2g28930,0,0,0,0,1,1,0,0,0,0,0,0
At1g59870,0,0,0,0,1,1,1,1,1,0,0,0
At5g11150,0,0,0,0,1,1,0,1,0,0,0,0
At4g10960,0,0,0,0,1,1,1,1,0,0,0,0
At1g61370,0,0,0,0,1,1,0,1,0,0,0,0
At3g13720,0,0,0,1,1,1,0,0,0,0,0,0
At4g35500,0,0,0,0,1,0,1,0,0,0,0,0
At1g08940,0,0,0,0,1,0,1,1,0,0,0,0
At2g43320,0,0,0,0,1,0,1,1,1,0,0,0
At1g33420,0,0,0,0,1,0,1,1,0,0,0,0
At5g47650,1,0,0,0,1,0,1,0,0,0,0,0
At1g13930,0,0,0,0,1,0,1,0,0,0,0,0
At5g13750,0,0,0,0,1,0,1,0,0,0,0,0
At3g23605,0,0,0,1,1,0,1,0,0,0,0,0
At1g05100,0,0,0,0,1,0,1,1,1,0,0,0
At5g05220,0,0,0,0,1,0,1,0,0,0,0,0
At3g57010,0,0,0,0,1,0,1,0,0,0,0,0
At4g33905,0,0,0,0,1,0,1,0,1,0,0,0
At3g17520,0,0,0,0,1,0,1,0,0,0,0,0
At1g19200,0,0,0,0,1,0,1,0,0,0,0,0
At2g22470,0,0,0,0,1,0,1,0,1,0,0,0
At1g65690,0,0,0,0,1,0,1,1,1,0,0,0
At3g09390,0,0,0,0,1,0,1,0,0,0,0,0
At5g13820,0,0,0,0,1,0,1,0,0,0,0,0
At3g55940,0,0,0,0,1,0,1,0,1,0,0,0
At4g20320,0,0,0,0,1,0,1,0,0,0,0,0
At3g54820,0,0,0,0,1,0,0,1,0,0,0,0
At1g55820,0,0,0,0,1,0,0,1,0,0,0,0
At5g12140,0,0,0,1,1,0,0,0,0,0,0,0
At4g34120,0,0,0,1,1,0,0,0,0,0,0,0
At5g20730,0,0,0,1,1,0,0,0,0,0,0,0
At5g61380,0,0,0,0,1,0,0,0,1,0,0,0
At1g08920,0,0,0,0,1,0,1,0,1,1,0,0
At2g39400,0,0,0,0,1,0,1,0,0,1,0,0
At2g21320,0,0,1,0,1,0,0,0,0,0,0,0
At2g27200,0,0,0,0,1,0,1,0,0,0,0,0
At5g39410,0,0,0,0,1,0,0,0,0,0,0,0
At1g10760,1,0,0,1,1,0,0,1,0,0,0,0
At2g40080,0,0,0,0,1,1,0,1,0,0,0,0
At5g14760,0,0,1,0,1,0,0,1,0,1,1,0
At3g08720,0,0,0,1,1,1,1,1,1,1,0,0
At3g27210,0,0,0,0,1,1,1,0,1,0,0,0
At2g02120,0,0,0,1,1,1,1,1,1,0,0,0
At5g15190,0,0,0,0,1,0,1,1,1,0,0,0
At3g19970,0,0,1,0,1,0,0,1,1,1,0,0
At1g10370,0,0,1,0,1,1,1,1,1,1,0,0
At3g09520,0,0,0,0,1,0,0,1,1,0,0,0
At1g29690,0,0,0,0,1,0,0,1,0,0,0,0
At5g45630,0,0,0,0,1,1,1,1,1,1,0,0
At3g48650,0,0,0,1,1,0,1,1,1,1,0,0
At3g20340,0,0,0,0,1,0,1,0,1,0,0,0
At3g12700,0,0,0,0,1,0,1,1,0,0,0,0
At3g47860,0,0,0,1,1,1,0,1,0,0,0,0
At1g54570,0,0,0,0,1,0,1,0,0,0,0,0
At1g48210,0,0,0,0,1,0,0,1,0,0,0,0
At5g58770,0,0,1,0,1,1,1,1,0,1,0,0
At5g62460,0,0,0,0,1,0,0,0,0,0,0,0
At1g77850,0,0,0,0,1,0,0,0,0,0,0,0
At4g05020,0,0,1,0,1,0,1,1,1,1,1,0
At3g13380,0,0,0,1,1,0,0,1,0,0,1,0
At3g21560,0,0,0,0,1,1,0,1,0,0,0,0
At1g59500,0,0,0,0,1,1,0,1,0,0,0,0
At4g27940,0,0,1,0,1,1,1,1,1,0,0,0
At3g05500,0,0,0,0,1,1,0,0,1,0,0,0
At3g55430,0,0,0,0,1,0,1,0,1,0,0,0
At1g10410,0,0,0,1,1,0,1,1,1,0,0,0
At5g63770,0,0,0,0,1,0,1,0,1,0,0,0
At3g51895,0,0,1,1,1,0,1,0,0,0,0,0
At2g28305,0,0,0,0,1,1,1,0,0,1,0,0
At1g80760,0,0,1,0,1,1,0,1,0,0,0,0
At4g13990,0,0,0,0,1,0,1,0,1,0,0,0
At1g80450,0,0,0,1,1,0,0,0,0,0,0,0
At5g59480,0,0,1,0,1,0,1,0,1,1,0,0
At4g21560,0,0,0,0,1,0,1,0,0,0,0,0
At3g05320,0,0,0,1,1,1,0,1,1,1,0,0
At1g33110,0,0,1,0,1,0,1,1,0,0,0,0
At3g47080,0,0,0,0,1,0,1,0,0,0,0,0
At5g53500,1,0,0,0,1,0,1,1,0,0,0,0
At2g05380,0,0,0,0,1,1,1,1,1,1,1,0
At5g60660,0,0,0,0,1,0,0,1,1,1,1,0
At5g39100,0,0,0,0,1,1,1,1,1,1,1,0
At1g74010,0,0,0,0,1,1,1,1,1,1,1,0
At2g05520,0,0,0,0,1,0,1,1,0,1,1,0
At4g35190,0,0,0,0,1,1,1,1,0,1,1,0
At4g18250,0,0,0,1,1,1,0,1,0,1,1,0
At5g67340,0,0,0,0,1,1,1,1,1,1,1,0
At3g46110,0,0,0,0,1,1,1,1,1,1,1,0
At5g01380,0,0,0,1,1,1,1,0,1,1,0,0
At5g18470,0,0,0,1,1,0,1,1,1,1,0,0
At5g47070,0,0,0,1,1,0,1,1,1,1,0,0
At3g26910,0,0,0,1,1,0,1,1,0,1,0,0
At5g65160,0,0,0,0,1,0,0,0,0,1,0,0
At3g55090,0,0,0,0,1,1,1,1,1,1,1,0
At5g43380,0,0,0,0,1,0,1,0,0,1,0,0
At2g47190,0,0,0,0,1,0,1,0,0,1,0,0
At4g09500,0,0,1,0,1,1,1,1,0,1,0,0
At1g01900,0,0,1,0,1,0,1,1,0,1,0,0
At4g01970,0,0,0,0,1,0,1,1,0,1,1,0
At1g71140,0,0,0,0,1,0,1,1,0,1,1,0
At5g22300,0,0,1,0,1,1,1,1,0,1,0,0
At1g48000,0,0,0,0,1,1,1,0,0,1,0,0
At4g38410,0,0,0,0,1,0,1,1,0,1,0,0
At2g31945,0,0,0,0,1,1,1,1,0,1,0,0
At5g43450,0,0,0,0,1,1,1,1,0,0,1,0
At2g44480,0,0,0,0,1,1,1,1,1,0,1,0
At4g24480,0,0,0,0,1,1,1,1,0,0,1,0
At2g38250,0,0,0,0,1,1,1,1,1,0,1,0
At1g79320,0,0,0,0,1,0,1,1,0,0,1,0
At4g11890,0,0,0,1,1,0,1,1,1,0,1,0
At1g01480,0,0,0,0,1,0,1,1,0,0,1,0
At3g53280,0,0,0,0,1,0,0,0,0,0,1,0
At3g61390,0,0,0,0,1,1,0,1,0,0,1,0
At4g04990,0,0,0,0,1,0,0,1,0,0,1,0
At1g18970,0,0,0,0,1,1,0,1,0,0,1,0
At4g26120,0,0,0,0,1,0,0,1,0,0,1,0
At3g10500,0,0,0,0,1,0,1,1,0,0,1,0
At4g21323,0,0,0,0,1,1,1,0,0,0,0,0
At5g07330,0,0,0,0,1,1,1,0,1,0,0,0
At2g22360,0,0,1,0,1,1,0,0,0,0,0,0
At1g05680,0,0,0,0,1,1,1,1,1,0,0,0
At3g13784,0,0,0,0,1,1,1,0,0,0,0,0
At1g79510,0,0,0,0,1,1,0,1,0,0,0,0
At2g39710,0,0,1,0,1,1,1,0,0,0,0,0
At5g60760,0,0,0,0,1,1,0,0,0,0,0,0
At2g35150,0,0,0,0,1,1,0,0,0,0,0,0
At3g51550,0,0,0,0,1,1,0,0,0,0,0,0
At1g06000,0,0,1,0,1,1,0,1,0,0,0,0
At2g39010,0,0,0,0,1,1,0,1,0,0,0,0
At3g55120,0,0,0,0,1,1,0,1,0,0,0,0
At1g23010,0,0,0,1,1,1,1,1,0,0,0,0
At5g12270,0,0,0,1,1,1,0,0,0,0,0,0
At1g58170,0,0,0,0,1,1,0,0,0,0,0,0
At3g06660,0,0,0,0,1,1,0,0,0,0,0,0
At4g02920,0,0,1,1,1,1,0,0,0,0,0,0
At4g26200,0,0,0,0,1,1,1,0,0,0,0,0
At2g46600,0,0,0,1,1,1,0,1,0,0,0,0
At1g67800,0,0,0,0,1,1,1,1,0,0,0,0
At4g21380,0,0,0,0,1,1,0,1,0,0,0,0
At4g31240,0,0,0,0,1,1,1,0,0,0,0,0
At1g08550,1,0,0,0,1,1,1,1,0,0,0,0
At5g39040,0,0,0,0,1,1,0,0,0,0,0,0
At1g17180,0,0,0,0,1,1,0,1,0,0,0,0
At1g18890,0,0,0,0,1,1,1,1,0,0,0,0
At3g44550,0,0,0,0,1,1,1,0,0,0,0,0
At5g09800,0,0,0,0,1,1,0,1,0,0,0,0
At5g40170,0,0,0,0,1,1,0,0,0,0,0,0
At2g19710,0,0,0,0,1,1,0,1,0,0,0,0
At3g55740,0,0,0,1,1,1,0,0,0,0,0,0
At1g33590,0,0,0,0,1,1,0,0,0,0,0,0
At5g62630,0,0,0,0,1,1,0,0,1,0,0,0
At1g10170,0,0,0,1,1,1,1,1,0,0,0,0
At1g48120,0,0,1,0,1,0,0,0,0,0,0,0
At5g64250,0,0,0,0,1,0,1,0,0,0,0,0
