contig,O_sativa_locus_annotation,Functionnal_Annotation_IDs,Functionnal_Annotation_IDs,Functionnal_Annotation_IDs,Functionnal_Annotation_IDs,Functionnal_Annotation_IDs,A_thaliana_locus,Gene_Symbol,Description
S_5sp_contig28162,LOC_Os07g46660.2|13107.m04928|cDNA,PF00443,PTHR10420,KOG1871,3.1.2.15,K11841,AT4G30890.1,UBP24,ubiquitin-specific protease 24
S_5sp_contig28163,LOC_Os07g46660.2|13107.m04928|cDNA,PF00443,PTHR10420,KOG1871,3.1.2.15,K11841,AT4G30890.1,UBP24,ubiquitin-specific protease 24
S_5sp_contig28164_RC,"LOC_Os12g37570.2|13112.m03865|cDNA protein kinase family protein, putative, expressed","PF00989,PF08448,PF08447,PF07714,PF00069",PTHR23257,,,,AT5G49470.3,,PAS domain-containing protein tyrosine kinase family protein
S_5sp_contig28170,"LOC_Os05g05310.2|13105.m00551|cDNA Fibronectin type III domain containing protein, expressed","PF07227,PF00041",PTHR21736,,,,AT3G24440.1,"VIL1,VRN5",Fibronectin type III domain-containing protein
S_5sp_contig28175,LOC_Os02g05030.1|13102.m00535|cDNA,"PF05116,PF08282,PF08472",PTHR12526,,,,AT2G35840.1,,Sucrose-6F-phosphate phosphohydrolase family protein
S_5sp_contig28194,"LOC_Os06g36800.1|13106.m03809|cDNA O-acyltransferase, putative, expressed",PF03062,PTHR10408,KOG0380,"2.3.1.20,2.3.1.75,2.3.1.76",K11155,AT2G19450.1,"ABX45,AS11,ATDGAT,DGAT1,RDS1,TAG1",membrane bound O-acyl transferase (MBOAT) family protein
S_5sp_contig28195_RC,"LOC_Os06g36840.1|13106.m03813|cDNA cysteine synthase, putative, expressed",PF00291,PTHR10314,KOG1252,,,AT3G59760.1,"ATCS-C,OASC",O-acetylserine (thiol) lyase isoform C
S_5sp_contig28236,"LOC_Os03g51520.2|13103.m05607|cDNA fip1 motif family protein, expressed",PF05182,PTHR13484,,,,AT5G58040.1,"ATFIP1[V],ATFIPS5,FIP1[V],FIPS5",homolog of yeast FIP1 [V]
S_5sp_contig28237,LOC_Os03g51520.2|13103.m05607|cDNA,PF05182,PTHR13484,,,,AT5G58040.1,"ATFIP1[V],ATFIPS5,FIP1[V],FIPS5",homolog of yeast FIP1 [V]
S_5sp_contig28238,LOC_Os03g51520.2|13103.m05607|cDNA,PF05182,PTHR13484,,,,AT5G58040.1,"ATFIP1[V],ATFIPS5,FIP1[V],FIPS5",homolog of yeast FIP1 [V]
S_5sp_contig28241,"LOC_Os09g19790.1|13109.m01864|cDNA puromycin-sensitive aminopeptidase, putative, expressed",PF01433,PTHR11533,KOG1046,,,AT4G33090.1,"APM1,ATAPM1",aminopeptidase M1
S_5sp_contig28254,"LOC_Os12g05640.1|13112.m00568|cDNA pentatricopeptide containing protein, putative, expressed",PF01535,PTHR10483,,,,AT1G22960.1,,Pentatricopeptide repeat (PPR) superfamily protein
S_5sp_contig28269,"LOC_Os03g19020.3|13103.m02276|cDNA PHD-finger family protein, expressed",PF00628,PTHR15242,,,,AT3G05670.1,,RING/U-box protein
S_5sp_contig28285_RC,"LOC_Os01g25330.3|13101.m02684|cDNA SAC9, putative, expressed",,PTHR11200:SF8,,,,AT3G59770.1,SAC9,sacI homology domain-containing protein / WW domain-containing protein
S_5sp_contig28287,"LOC_Os12g41230.3|13112.m04299|cDNA tesmin/TSO1-like CXC domain containing protein, expressed",PF03638,PTHR12446,KOG1171,,,AT4G14770.1,"ATTCX2,TCX2",TESMIN/TSO1-like CXC 2
S_5sp_contig28288,LOC_Os12g41230.3|13112.m04299|cDNA,PF03638,PTHR12446,KOG1171,,,AT4G14770.1,"ATTCX2,TCX2",TESMIN/TSO1-like CXC 2
S_5sp_contig28289,LOC_Os12g41230.3|13112.m04299|cDNA,PF03638,PTHR12446,KOG1171,,,AT4G14770.1,"ATTCX2,TCX2",TESMIN/TSO1-like CXC 2
S_5sp_contig28293,"LOC_Os09g11270.1|13109.m01007|cDNA enhancer of polycomb, putative, expressed",PF10513,,,,K11322,AT1G79020.1,,Enhancer of polycomb-like transcription factor protein
S_5sp_contig28294,LOC_Os09g11270.1|13109.m01007|cDNA,PF10513,,,,K11322,AT1G79020.1,,Enhancer of polycomb-like transcription factor protein
S_5sp_contig28295,LOC_Os09g11270.1|13109.m01007|cDNA,PF10513,,,,K11322,AT1G79020.1,,Enhancer of polycomb-like transcription factor protein
S_5sp_contig28302,"LOC_Os02g04560.1|13102.m00479|cDNA marker Xucw84, putative, expressed",PF00076,PTHR23099,,,,AT5G58130.1,ROS3,RNA-binding (RRM/RBD/RNP motifs) family protein
S_5sp_contig28308,"LOC_Os01g12710.2|13101.m01383|cDNA oxidoreductase, short chain dehydrogenase/reductase family domain containing protein, expressed","PF00106,PF08659",PTHR19410,KOG0725,1.1.1.294,K13606,AT4G13250.1,NYC1,NAD(P)-binding Rossmann-fold superfamily protein
S_5sp_contig28318,"LOC_Os02g55950.2|13102.m06424|cDNA ATMAK10, putative, expressed",PF04112,PTHR21373,KOG2343,,,AT2G11000.1,"ATMAK10,MAK10",MAK10 homologue
S_5sp_contig28319,LOC_Os02g55950.2|13102.m06424|cDNA,PF04112,PTHR21373,KOG2343,,,AT2G11000.1,"ATMAK10,MAK10",MAK10 homologue
S_5sp_contig28329_RC,"LOC_Os04g43050.4|13104.m04266|cDNA Dicer, putative, expressed","PF02170,PF00636,PF00035",PTHR14950,KOG1817,,,AT5G20320.1,"ATDCL4,DCL4",dicer-like 4
S_5sp_contig28330_RC,LOC_Os04g43050.4|13104.m04266|cDNA,"PF02170,PF00636,PF00035",PTHR14950,KOG1817,,,AT5G20320.1,"ATDCL4,DCL4",dicer-like 4
S_5sp_contig28335,LOC_Os04g56510.1|13104.m05887|cDNA,PF03109,PTHR10566,KOG1236,,K08869,AT1G11390.1,,Protein kinase superfamily protein
S_5sp_contig28336,"LOC_Os07g37180.2|13107.m03824|cDNA ABC1 family domain containing protein, putative, expressed",PF03109,PTHR10566,KOG1236,,,AT1G11390.1,,Protein kinase superfamily protein
S_5sp_contig28337,LOC_Os07g37180.2|13107.m03824|cDNA,PF03109,PTHR10566,KOG1236,,,AT1G11390.1,,Protein kinase superfamily protein
S_5sp_contig28338,"LOC_Os01g04900.2|13101.m14929|cDNA peptidase M50 family protein, putative, expressed",PF02163,,,,,AT5G05740.3,"ATEGY2,EGY2",ethylene-dependent gravitropism-deficient and yellow-green-like 2
S_5sp_contig28339,"LOC_Os01g04900.3|13101.m14984|cDNA peptidase M50 family protein, putative, expressed",,,,,,AT5G05740.3,"ATEGY2,EGY2",ethylene-dependent gravitropism-deficient and yellow-green-like 2
S_5sp_contig28340,LOC_Os01g04900.3|13101.m14984|cDNA,,,,,,AT5G05740.3,"ATEGY2,EGY2",ethylene-dependent gravitropism-deficient and yellow-green-like 2
S_5sp_contig28341,"LOC_Os05g38730.3|13105.m04070|cDNA SAC3/GANP family protein, putative, expressed",,,,,,,,
S_5sp_contig28347_RC,"LOC_Os09g25640.2|13109.m02457|cDNA 5-nucleotidase domain-containing protein, putative, expressed",PF05761,PTHR12103,KOG2470,,,AT2G23890.1,,"HAD-superfamily hydrolase, subfamily IG, 5\'-nucleotidase"
S_5sp_contig28348_RC,LOC_Os09g25640.2|13109.m02457|cDNA,PF05761,PTHR12103,KOG2470,,,AT2G23890.1,,"HAD-superfamily hydrolase, subfamily IG, 5\'-nucleotidase"
S_5sp_contig28349_RC,LOC_Os09g25640.2|13109.m02457|cDNA,PF05761,PTHR12103,KOG2470,,,AT2G23890.1,,"HAD-superfamily hydrolase, subfamily IG, 5\'-nucleotidase"
S_5sp_contig28362_RC,LOC_Os02g15220.4|13102.m01695|cDNA,PF00439,PTHR22880,,,,AT1G06230.1,GTE4,global transcription factor group E4
S_5sp_contig28363_RC,LOC_Os02g15220.4|13102.m01695|cDNA,PF00439,PTHR22880,,,,AT1G06230.1,GTE4,global transcription factor group E4
S_5sp_contig28364_RC,LOC_Os02g15220.4|13102.m01695|cDNA,PF00439,PTHR22880,,,,AT1G06230.1,GTE4,global transcription factor group E4
S_5sp_contig28366_RC,"LOC_Os02g15660.1|13102.m01746|cDNA tetratricopeptide repeat, putative, expressed",,PTHR12601,,,,AT4G28080.1,,Tetratricopeptide repeat (TPR)-like superfamily protein
S_5sp_contig28367_RC,LOC_Os02g15660.1|13102.m01746|cDNA,,PTHR12601,,,,AT4G28080.1,,Tetratricopeptide repeat (TPR)-like superfamily protein
S_5sp_contig28389,"LOC_Os05g34670.1|13105.m03609|cDNA KH domain containing protein, putative, expressed",,PTHR11208,KOG1588,,,AT1G09660.1,,RNA-binding KH domain-containing protein
S_5sp_contig28398,"LOC_Os11g38170.2|13111.m03746|cDNA notchless protein, putative, expressed","PF08154,PF00400",PTHR19848,KOG0271,,,AT5G52820.1,,"WD-40 repeat family protein / notchless protein, putative"
S_5sp_contig28402_RC,"LOC_Os05g01780.1|13105.m00123|cDNA STE_PAK_Ste20++TranslationKinase_Slob_Wnk.1 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed","PF00069,PF07714",PTHR13902,KOG0584,,,AT3G04910.1,"ATWNK1,WNK1,ZIK4",with no lysine (K) kinase 1
S_5sp_contig28403_RC,"LOC_Os05g01780.2|13105.m00124|cDNA STE_PAK_Ste20++TranslationKinase_Slob_Wnk.1 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed","PF00069,PF07714",PTHR13902,KOG0591,,,AT3G48260.1,WNK3,with no lysine (K) kinase 3
S_5sp_contig28404,"LOC_Os06g33710.4|13106.m03481|cDNA spermidine synthase, putative, expressed",PF01564,PTHR11558,KOG1562,2.5.1.16,K00797,AT5G53120.1,"ATSPDS3,SPDS3,SPMS",spermidine synthase 3
S_5sp_contig28405,LOC_Os06g33710.4|13106.m03481|cDNA,PF01564,PTHR11558,KOG1562,2.5.1.16,K00797,AT5G53120.1,"ATSPDS3,SPDS3,SPMS",spermidine synthase 3
S_5sp_contig28406,LOC_Os06g33710.4|13106.m03481|cDNA,PF01564,PTHR11558,KOG1562,2.5.1.16,K00797,AT5G53120.1,"ATSPDS3,SPDS3,SPMS",spermidine synthase 3
S_5sp_contig28432_RC,LOC_Os02g01020.2|13102.m00003|cDNA expressed protein,PF10513,PTHR14898,,,,AT5G04670.1,,Enhancer of polycomb-like transcription factor protein
S_5sp_contig28437,"LOC_Os01g42490.3|13101.m04365|cDNA endonuclease/exonuclease/phosphatase family domain containing protein, expressed",PF03372,PTHR12121,,,,AT5G11350.1,,DNAse I-like superfamily protein
S_5sp_contig28438,LOC_Os01g42490.3|13101.m04365|cDNA,PF03372,PTHR12121,,,,AT5G11350.1,,DNAse I-like superfamily protein
S_5sp_contig28439,LOC_Os01g42490.3|13101.m04365|cDNA,PF03372,PTHR12121,,,,AT5G11350.1,,DNAse I-like superfamily protein
S_5sp_contig28462,LOC_Os05g38950.2|13105.m04099|cDNA,PF00566,PTHR22957,KOG2058,,,AT3G55020.1,,Ypt/Rab-GAP domain of gyp1p superfamily protein
S_5sp_contig28463,"LOC_Os01g61860.2|13101.m06608|cDNA TBC domain containing protein, expressed",PF00566,PTHR22957,KOG4347,,,AT3G55020.1,,Ypt/Rab-GAP domain of gyp1p superfamily protein
S_5sp_contig28467,LOC_Os01g34870.1|13101.m03522|cDNA expressed protein,PF05786,PTHR13108,,,K06676,AT2G32590.1,,
S_5sp_contig28468,LOC_Os01g34870.1|13101.m03522|cDNA,PF05786,PTHR13108,,,K06676,AT2G32590.1,,
S_5sp_contig28469,LOC_Os01g34870.1|13101.m03522|cDNA,PF05786,PTHR13108,,,K06676,AT2G32590.1,,
S_5sp_contig28470,"LOC_Os06g43680.1|13106.m04578|cDNA palmitoyltransferase TIP1, putative, expressed","PF00023,PF01529",PTHR22883,KOG0509,,,AT5G20350.1,TIP1,Ankyrin repeat family protein with DHHC zinc finger domain
S_5sp_contig28485,"LOC_Os07g38530.2|13107.m03985|cDNA STE_PAK_Ste20_Slob_Wnk.4 - STE kinases include homologs to sterile 7, sterile 11 and sterile 20 from yeast, expressed","PF00069,PF07714",PTHR13902,KOG0584,2.7.11.1,K12132,AT3G04910.1,"ATWNK1,WNK1,ZIK4",with no lysine (K) kinase 1
S_5sp_contig28491_RC,LOC_Os03g54100.2|13103.m05928|cDNA,"PF00520,PF07885",PTHR11003,KOG4404,,,AT5G55630.1,"ATKCO1,ATTPK1,KCO1,TPK1",Outward rectifying potassium channel protein
S_5sp_contig28495_RC,"LOC_Os04g53700.1|13104.m05536|cDNA zinc finger protein, putative, expressed","PF01753,PF00856",PTHR12197,KOG2084,,,AT3G21820.1,"ATXR2,SDG36",histone-lysine N-methyltransferase ATXR2
S_5sp_contig28497,"LOC_Os10g37740.1|13110.m03432|cDNA CGMC_GSK.9 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed","PF00069,PF07714",PTHR11295,KOG0658,2.7.1.-,K00924,AT4G00720.1,"ASKTHETA,ATSK32,SK32",shaggy-like protein kinase 32
S_5sp_contig28498,LOC_Os10g37740.1|13110.m03432|cDNA,"PF00069,PF07714",PTHR11295,KOG0658,2.7.1.-,K00924,AT4G00720.1,"ASKTHETA,ATSK32,SK32",shaggy-like protein kinase 32
S_5sp_contig28499,LOC_Os10g37740.1|13110.m03432|cDNA,"PF00069,PF07714",PTHR11295,KOG0658,2.7.1.-,K00924,AT4G00720.1,"ASKTHETA,ATSK32,SK32",shaggy-like protein kinase 32
S_5sp_contig28521,"LOC_Os05g31490.1|13105.m03232|cDNA golgi transport complex protein-related, putative, expressed",PF10392,PTHR13228,KOG2211,,,AT1G67930.1,,Golgi transport complex protein-related
S_5sp_contig28524,"LOC_Os04g45200.2|13104.m04530|cDNA DNA binding protein, putative, expressed",,,,,,AT3G60590.3,,
S_5sp_contig28529_RC,"LOC_Os11g12340.2|13111.m01307|cDNA disease resistance protein RPM1, putative, expressed",PF00931,PTHR23155:SF15,KOG4658,,,AT3G07040.1,"RPM1,RPS3",NB-ARC domain-containing disease resistance protein
S_5sp_contig28542_RC,"LOC_Os05g48510.2|13105.m05168|cDNA phenylalanyl-tRNA synthetase beta chain, putative, expressed","PF03483,PF03484,PF01409",PTHR10947,KOG2472,,,AT1G72550.1,,tRNA synthetase beta subunit family protein
S_5sp_contig28543_RC,LOC_Os05g48510.2|13105.m05168|cDNA,"PF03483,PF03484,PF01409",PTHR10947,KOG2472,,,AT1G72550.1,,tRNA synthetase beta subunit family protein
S_5sp_contig28544_RC,LOC_Os05g48510.2|13105.m05168|cDNA,"PF03483,PF03484,PF01409",PTHR10947,KOG2472,,,AT1G72550.1,,tRNA synthetase beta subunit family protein
S_5sp_contig28548,"LOC_Os03g28420.1|13103.m12825|cDNA 3-oxoacyl-synthase, putative, expressed","PF00109,PF02801",PTHR11712,KOG1394,2.3.1.179,K09458,AT1G74960.1,"ATKAS2,FAB1,KAS2",fatty acid biosynthesis 1
S_5sp_contig28564_RC,"LOC_Os11g10990.1|13111.m01164|cDNA heat shock protein DnaJ, putative, expressed",,PTHR11821:SF44,,,,AT4G09350.1,,Chaperone DnaJ-domain superfamily protein
S_5sp_contig28578,"LOC_Os05g06260.1|13105.m00665|cDNA Spc97 / Spc98 family protein, putative, expressed",PF04130,PTHR19302,KOG2065,,,AT3G53760.1,"ATGCP4,GCP4",GAMMA-TUBULIN COMPLEX PROTEIN 4
S_5sp_contig28580,LOC_Os05g06260.1|13105.m00665|cDNA,PF04130,PTHR19302,KOG2065,,,AT3G53760.1,"ATGCP4,GCP4",GAMMA-TUBULIN COMPLEX PROTEIN 4
S_5sp_contig28603_RC,"LOC_Os10g28200.2|13110.m02389|cDNA NAD dependent epimerase/dehydratase family protein, putative, expressed","PF01370,PF02719,PF01073,PF07993",PTHR10366,KOG1429,,,AT5G28840.1,GME,"GDP-D-mannose 3\',5\'-epimerase"
S_5sp_contig28611,"LOC_Os12g44360.4|13112.m04690|cDNA sodium/hydrogen exchanger 7, putative, expressed",PF00999,PTHR10110,KOG1965,,,AT2G01980.1,"ATNHX7,ATSOS1,SOS1","sodium proton exchanger, putative (NHX7) (SOS1)"
S_5sp_contig28612,"LOC_Os12g44360.2|13112.m04692|cDNA sodium/hydrogen exchanger 7, putative, expressed","PF00999,PF00027",PTHR10110,KOG1965,,,AT2G01980.1,"ATNHX7,ATSOS1,SOS1","sodium proton exchanger, putative (NHX7) (SOS1)"
S_5sp_contig28614_RC,"LOC_Os12g15590.2|13112.m01645|cDNA heat shock protein DnaJ, putative, expressed",PF00226,PTHR11821,KOG0722,,,AT1G61770.1,,Chaperone DnaJ-domain superfamily protein
S_5sp_contig28629,"LOC_Os01g53930.1|13101.m05659|cDNA hexokinase, putative, expressed","PF00349,PF03727",PTHR19443,KOG1369,,,AT4G29130.1,"ATHXK1,GIN2,HXK1",hexokinase 1
S_5sp_contig28641,"LOC_Os01g64900.1|13101.m07002|cDNA HEAT, putative, expressed",,PTHR12663,KOG1525,,K11267,AT1G77600.3,,ARM repeat superfamily protein
S_5sp_contig28650,"LOC_Os02g39540.2|13102.m04375|cDNA transposon protein, putative, unclassified, expressed","PF03101,PF10551,PF00872,PF04434",,,,,AT1G52520.1,FRS6,FAR1-related sequence 6
S_5sp_contig28653,LOC_Os03g52640.2|13103.m05735|cDNA expressed protein,PF03602,,,,,AT3G28460.1,,methyltransferases
S_5sp_contig28660,"LOC_Os05g07070.8|13105.m10342|cDNA zinc finger, C3HC4 type domain containing protein, expressed",PF00097,PTHR22766,,,,AT2G15530.1,,RING/U-box superfamily protein
S_5sp_contig28661,LOC_Os05g07070.8|13105.m10342|cDNA,PF00097,PTHR22766,,,,AT2G15530.1,,RING/U-box superfamily protein
S_5sp_contig28662,LOC_Os12g16350.9|13112.m01720|cDNA,PF00378,PTHR11941,KOG1684,3.1.2.4,K05605,AT5G65940.1,CHY1,beta-hydroxyisobutyryl-CoA hydrolase 1
S_5sp_contig28663,LOC_Os10g42210.1|13110.m03961|cDNA,,PTHR11941,,,,AT2G30650.1,,ATP-dependent caseinolytic (Clp) protease/crotonase family protein
S_5sp_contig28671,LOC_Os06g28820.1|13106.m02973|cDNA,,,,,,AT2G07050.1,CAS1,cycloartenol synthase 1
S_5sp_contig28672,"LOC_Os05g14800.1|13105.m01557|cDNA cycloartenol synthase, putative",PF00432,,,,,AT2G07050.1,CAS1,cycloartenol synthase 1
S_5sp_contig28686_RC,"LOC_Os08g29150.1|13108.m03010|cDNA phospholipid-transporting ATPase, putative, expressed","PF00122,PF00702",PTHR11939,KOG0206,,,AT3G27870.1,,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
S_5sp_contig28687_RC,LOC_Os08g29150.1|13108.m03010|cDNA,"PF00122,PF00702",PTHR11939,KOG0206,,,AT3G27870.1,,ATPase E1-E2 type family protein / haloacid dehalogenase-like hydrolase family protein
S_5sp_contig28689,LOC_Os03g09090.1|13103.m01050|cDNA expressed protein,,PTHR12459,KOG1398,,,AT1G34630.1,,
S_5sp_contig28695,"LOC_Os02g50320.1|13102.m05710|cDNA ATMAP70 protein, putative, expressed",PF07058,,,,,AT1G24764.1,"ATMAP70-2,MAP70-2",microtubule-associated proteins 70-2
S_5sp_contig28696,"LOC_Os02g50320.2|13102.m12337|cDNA ATMAP70 protein, putative, expressed",PF07058,,,,,AT1G24764.1,"ATMAP70-2,MAP70-2",microtubule-associated proteins 70-2
S_5sp_contig28697,LOC_Os02g50320.2|13102.m12337|cDNA,PF07058,,,,,AT1G24764.1,"ATMAP70-2,MAP70-2",microtubule-associated proteins 70-2
S_5sp_contig28704,"LOC_Os11g41910.1|13111.m04163|cDNA GTP-binding protein, putative, expressed","PF00009,PF02421,PF00350,PF08477,PF04548,PF01926",PTHR11649,,,,AT3G12080.1,emb2738,GTP-binding family protein
S_5sp_contig28710,"LOC_Os02g54650.1|13102.m06258|cDNA diacylglycerol kinase, putative, expressed","PF00781,PF00609",PTHR11255,,,,AT4G30340.1,"ATDGK7,DGK7",diacylglycerol kinase 7
S_5sp_contig28711,LOC_Os02g54650.1|13102.m06258|cDNA,"PF00781,PF00609",PTHR11255,,,,AT4G30340.1,"ATDGK7,DGK7",diacylglycerol kinase 7
S_5sp_contig28712,LOC_Os02g54650.1|13102.m06258|cDNA,"PF00781,PF00609",PTHR11255,,,,AT4G30340.1,"ATDGK7,DGK7",diacylglycerol kinase 7
S_5sp_contig28713,"LOC_Os06g01400.1|13106.m00042|cDNA glycyl-tRNA synthetase 2, chloroplast/mitochondrial precursor, putative, expressed","PF02091,PF02092",,,6.1.1.14,K14164,AT3G48110.1,"EDD,EDD1",glycine-tRNA ligases
S_5sp_contig28714,LOC_Os06g01400.1|13106.m00042|cDNA,"PF02091,PF02092",,,6.1.1.14,K14164,AT3G48110.1,"EDD,EDD1",glycine-tRNA ligases
S_5sp_contig28716,"LOC_Os03g15770.3|13103.m01851|cDNA tyrosine protein kinase domain containing protein, putative, expressed","PF00069,PF07714",PTHR23258,KOG1187,,,AT3G09010.1,,Protein kinase superfamily protein
S_5sp_contig28718,LOC_Os03g15770.3|13103.m01851|cDNA,"PF00069,PF07714",PTHR23258,KOG1187,,,AT3G09010.1,,Protein kinase superfamily protein
S_5sp_contig28728,"LOC_Os01g15350.1|13101.m01696|cDNA zinc finger C-x8-C-x5-C-x3-H type family protein, expressed",PF00642,PTHR12620,KOG1677,,,AT2G47850.1,,Zinc finger C-x8-C-x5-C-x3-H type family protein
S_5sp_contig28734,"LOC_Os03g60800.1|13103.m06679|cDNA transposon protein, putative, unclassified, expressed","PF02892,PF04937,PF05699",,,,,AT3G22220.1,,hAT transposon superfamily
S_5sp_contig28746,LOC_Os01g31360.6|13101.m03152|cDNA expressed protein,,,,,,AT3G54500.3,,
S_5sp_contig28747,LOC_Os01g31360.6|13101.m03152|cDNA,,,,,,AT3G54500.3,,
S_5sp_contig28758,"LOC_Os01g12530.6|13101.m01354|cDNA smr domain containing protein, expressed","PF08590,PF01713",,,,,AT5G58720.1,,smr (Small MutS Related) domain-containing protein
S_5sp_contig28765,LOC_Os01g48390.2|13101.m05020|cDNA,"PF08263,PF00560,PF07714,PF00069",PTHR23258,KOG1187,,,AT4G18640.1,MRH1,Leucine-rich repeat protein kinase family protein
S_5sp_contig28766,LOC_Os01g48390.2|13101.m05020|cDNA,"PF08263,PF00560,PF07714,PF00069",PTHR23258,KOG1187,,,AT4G18640.1,MRH1,Leucine-rich repeat protein kinase family protein
S_5sp_contig28775,"LOC_Os01g42500.1|13101.m04366|cDNA zinc finger, C3HC4 type family protein, expressed",PF00097,PTHR23012,KOG1609,,,AT1G11020.1,,RING/FYVE/PHD zinc finger superfamily protein
S_5sp_contig28782,LOC_Os01g19760.1|13101.m02148|cDNA expressed protein,,,KOG3707,,,AT1G35220.1,,
S_5sp_contig28797_RC,"LOC_Os06g40200.2|13106.m04178|cDNA calcium-binding mitochondrial carrier CBG00135, putative, expressed",PF00153,PTHR11896,KOG0036,,,AT5G51050.1,,Mitochondrial substrate carrier family protein
S_5sp_contig28798_RC,LOC_Os06g40200.2|13106.m04178|cDNA,PF00153,PTHR11896,KOG0036,,,AT5G51050.1,,Mitochondrial substrate carrier family protein
S_5sp_contig28799_RC,LOC_Os06g40200.2|13106.m04178|cDNA,PF00153,PTHR11896,KOG0036,,,AT5G51050.1,,Mitochondrial substrate carrier family protein
S_5sp_contig28800,"LOC_Os07g30100.2|13107.m03029|cDNA RIN3, putative, expressed",PF00097,PTHR12477,,,,AT4G25230.1,RIN2,RPM1 interacting protein 2
S_5sp_contig28801,LOC_Os07g30100.2|13107.m03029|cDNA,PF00097,PTHR12477,,,,AT4G25230.1,RIN2,RPM1 interacting protein 2
S_5sp_contig28802,LOC_Os07g30100.2|13107.m03029|cDNA,PF00097,PTHR12477,,,,AT4G25230.1,RIN2,RPM1 interacting protein 2
S_5sp_contig28818_RC,"LOC_Os02g02750.2|13102.m00229|cDNA CDP-alcohol phosphatidyltransferase, putative, expressed",PF01066,PTHR10414,KOG2877,,,AT1G13560.1,"AAPT1,ATAAPT1",aminoalcoholphosphotransferase 1
S_5sp_contig28819_RC,LOC_Os02g02750.2|13102.m00229|cDNA,PF01066,PTHR10414,KOG2877,,,AT1G13560.1,"AAPT1,ATAAPT1",aminoalcoholphosphotransferase 1
S_5sp_contig28831_RC,"LOC_Os06g36710.1|13106.m03798|cDNA transposon protein, putative, CACTA, En/Spm sub-class, expressed",,PTHR14304:SF2,,,,AT5G16780.1,"DOT2,MDF",SART-1 family
S_5sp_contig28848_RC,LOC_Os01g56800.3|13101.m06023|cDNA,PF00917,PTHR10420,,,,AT1G04300.1,,TRAF-like superfamily protein
S_5sp_contig28849_RC,LOC_Os01g56800.3|13101.m06023|cDNA,PF00917,PTHR10420,,,,AT1G04300.1,,TRAF-like superfamily protein
S_5sp_contig28875,LOC_Os02g18940.1|13102.m02122|cDNA expressed protein,,,,,,AT1G36320.1,,
S_5sp_contig28887,"LOC_Os01g47740.4|13101.m04943|cDNA zinc finger, C3HC4 type domain containing protein, expressed",PF00097,PTHR22764,,,,AT1G53190.1,,RING/U-box superfamily protein
S_5sp_contig28888,LOC_Os01g47740.4|13101.m04943|cDNA,PF00097,PTHR22764,,,,AT1G53190.1,,RING/U-box superfamily protein
S_5sp_contig28889,LOC_Os01g47740.4|13101.m04943|cDNA,PF00097,PTHR22764,,,,AT1G53190.1,,RING/U-box superfamily protein
S_5sp_contig28891,LOC_Os02g38920.2|13102.m04290|cDNA,,,,,,,,
S_5sp_contig28899,"LOC_Os04g55940.2|13104.m05811|cDNA sodium/calcium exchanger protein, putative, expressed",PF01699,,KOG1397,,K07300,AT3G13320.1,"atcax2,CAX2",cation exchanger 2
S_5sp_contig28901,LOC_Os04g55940.2|13104.m05811|cDNA,PF01699,,KOG1397,,K07300,AT3G13320.1,"atcax2,CAX2",cation exchanger 2
S_5sp_contig28905,"LOC_Os07g38380.1|13107.m03969|cDNA transmembrane protein 49, putative, expressed",PF09335,PTHR10281,KOG1109,,,AT4G14950.1,,SNARE associated Golgi protein family
S_5sp_contig28907,LOC_Os07g38380.1|13107.m03969|cDNA,PF09335,PTHR10281,KOG1109,,,AT4G14950.1,,SNARE associated Golgi protein family
S_5sp_contig28908,"LOC_Os10g35170.1|13110.m03149|cDNA semialdehyde dehydrogenase, NAD binding domain containing protein, putative, expressed","PF01118,PF05368,PF02774",,KOG4354,"1.2.1.-,1.2.1.38",K00145,AT2G19940.1,,"oxidoreductases, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor;copper ion binding"
S_5sp_contig28911,LOC_Os01g74310.5|13101.m08121|cDNA expressed protein,,,,,,AT3G12590.1,,
S_5sp_contig28912,LOC_Os01g74310.5|13101.m08121|cDNA,,,,,,AT3G12590.1,,
S_5sp_contig28917,"LOC_Os03g16800.2|13103.m02000|cDNA clathrin assembly protein, putative, expressed",PF07651,PTHR22951,KOG0251,,,AT2G25430.1,,epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related
S_5sp_contig28918,LOC_Os03g16800.2|13103.m02000|cDNA,PF07651,PTHR22951,KOG0251,,,AT2G25430.1,,epsin N-terminal homology (ENTH) domain-containing protein / clathrin assembly protein-related
S_5sp_contig28926,"LOC_Os01g57066.1|13101.m06052|cDNA transmembrane protein 49, putative, expressed",PF09335,PTHR10281,KOG1109,,,AT4G14950.1,,SNARE associated Golgi protein family
S_5sp_contig28932,"LOC_Os03g60130.2|13103.m06600|cDNA transcription elongation factor protein, putative, expressed","PF08711,PF07500,PF01096",PTHR11477,KOG1105,,K03145,AT2G38560.1,TFIIS,transcript elongation factor IIS
